wbid,term,found
WBGene00012512,germ line WBbt:0005784,1.0
WBGene00001031,germ line WBbt:0005784,1.0
WBGene00077732,germ line WBbt:0005784,1.0
WBGene00003405,germ line WBbt:0005784,1.0
WBGene00010840,germ line WBbt:0005784,1.0
WBGene00008684,germ line WBbt:0005784,1.0
WBGene00010910,germ line WBbt:0005784,1.0
WBGene00011576,germ line WBbt:0005784,1.0
WBGene00002241,germ line WBbt:0005784,1.0
WBGene00015237,germ line WBbt:0005784,1.0
WBGene00018513,germ line WBbt:0005784,1.0
WBGene00000413,germ line WBbt:0005784,1.0
WBGene00021470,germ line WBbt:0005784,1.0
WBGene00006310,germ line WBbt:0005784,1.0
WBGene00015976,germ line WBbt:0005784,1.0
WBGene00015677,germ line WBbt:0005784,1.0
WBGene00011741,germ line WBbt:0005784,1.0
WBGene00001653,germ line WBbt:0005784,1.0
WBGene00007905,germ line WBbt:0005784,1.0
WBGene00008082,germ line WBbt:0005784,1.0
WBGene00010807,germ line WBbt:0005784,1.0
WBGene00007985,germ line WBbt:0005784,1.0
WBGene00002297,germ line WBbt:0005784,1.0
WBGene00014115,germ line WBbt:0005784,1.0
WBGene00009924,germ line WBbt:0005784,1.0
WBGene00007907,germ line WBbt:0005784,1.0
WBGene00019510,germ line WBbt:0005784,1.0
WBGene00015182,germ line WBbt:0005784,1.0
WBGene00010260,germ line WBbt:0005784,1.0
WBGene00009065,germ line WBbt:0005784,1.0
WBGene00003553,germ line WBbt:0005784,1.0
WBGene00007196,germ line WBbt:0005784,1.0
WBGene00012167,germ line WBbt:0005784,1.0
WBGene00004027,germ line WBbt:0005784,1.0
WBGene00022253,germ line WBbt:0005784,1.0
WBGene00008061,germ line WBbt:0005784,1.0
WBGene00020964,germ line WBbt:0005784,1.0
WBGene00013030,germ line WBbt:0005784,1.0
WBGene00018578,germ line WBbt:0005784,1.0
WBGene00044916,germ line WBbt:0005784,1.0
WBGene00017025,germ line WBbt:0005784,1.0
WBGene00007705,germ line WBbt:0005784,1.0
WBGene00009364,germ line WBbt:0005784,1.0
WBGene00020803,germ line WBbt:0005784,1.0
WBGene00001036,germ line WBbt:0005784,1.0
WBGene00016277,germ line WBbt:0005784,1.0
WBGene00011460,germ line WBbt:0005784,1.0
WBGene00012484,germ line WBbt:0005784,1.0
WBGene00006988,germ line WBbt:0005784,1.0
WBGene00016066,germ line WBbt:0005784,1.0
WBGene00009163,germ line WBbt:0005784,1.0
WBGene00011368,germ line WBbt:0005784,1.0
WBGene00012020,germ line WBbt:0005784,1.0
WBGene00021781,germ line WBbt:0005784,1.0
WBGene00000797,germ line WBbt:0005784,1.0
WBGene00004110,germ line WBbt:0005784,1.0
WBGene00002133,germ line WBbt:0005784,1.0
WBGene00010053,germ line WBbt:0005784,1.0
WBGene00010609,germ line WBbt:0005784,1.0
WBGene00004334,germ line WBbt:0005784,1.0
WBGene00015451,germ line WBbt:0005784,1.0
WBGene00000868,germ line WBbt:0005784,1.0
WBGene00017328,germ line WBbt:0005784,1.0
WBGene00022232,germ line WBbt:0005784,1.0
WBGene00015635,germ line WBbt:0005784,1.0
WBGene00004244,germ line WBbt:0005784,1.0
WBGene00016796,germ line WBbt:0005784,1.0
WBGene00016263,germ line WBbt:0005784,1.0
WBGene00011202,germ line WBbt:0005784,1.0
WBGene00003026,germ line WBbt:0005784,1.0
WBGene00007492,germ line WBbt:0005784,1.0
WBGene00011945,germ line WBbt:0005784,1.0
WBGene00012698,germ line WBbt:0005784,1.0
WBGene00011834,germ line WBbt:0005784,1.0
WBGene00021689,germ line WBbt:0005784,1.0
WBGene00000770,germ line WBbt:0005784,1.0
WBGene00018321,germ line WBbt:0005784,1.0
WBGene00009159,germ line WBbt:0005784,1.0
WBGene00013443,germ line WBbt:0005784,1.0
WBGene00017985,germ line WBbt:0005784,1.0
WBGene00010617,germ line WBbt:0005784,1.0
WBGene00004874,germ line WBbt:0005784,1.0
WBGene00018680,germ line WBbt:0005784,1.0
WBGene00006795,germ line WBbt:0005784,1.0
WBGene00007092,germ line WBbt:0005784,1.0
WBGene00019712,germ line WBbt:0005784,1.0
WBGene00000980,germ line WBbt:0005784,1.0
WBGene00020558,germ line WBbt:0005784,1.0
WBGene00003164,germ line WBbt:0005784,1.0
WBGene00014124,germ line WBbt:0005784,1.0
WBGene00016836,germ line WBbt:0005784,1.0
WBGene00044556,germ line WBbt:0005784,1.0
WBGene00086546,germ line WBbt:0005784,1.0
WBGene00017584,germ line WBbt:0005784,1.0
WBGene00012000,germ line WBbt:0005784,1.0
WBGene00010677,germ line WBbt:0005784,1.0
WBGene00000597,germ line WBbt:0005784,1.0
WBGene00016115,germ line WBbt:0005784,1.0
WBGene00010815,germ line WBbt:0005784,1.0
WBGene00003155,germ line WBbt:0005784,1.0
WBGene00017243,germ line WBbt:0005784,1.0
WBGene00010409,germ line WBbt:0005784,1.0
WBGene00019163,germ line WBbt:0005784,1.0
WBGene00019380,germ line WBbt:0005784,1.0
WBGene00012716,germ line WBbt:0005784,1.0
WBGene00018585,germ line WBbt:0005784,1.0
WBGene00001595,germ line WBbt:0005784,1.0
WBGene00003161,germ line WBbt:0005784,1.0
WBGene00017837,germ line WBbt:0005784,1.0
WBGene00010613,germ line WBbt:0005784,1.0
WBGene00016992,germ line WBbt:0005784,1.0
WBGene00020375,germ line WBbt:0005784,1.0
WBGene00003598,germ line WBbt:0005784,1.0
WBGene00007445,germ line WBbt:0005784,1.0
WBGene00022034,germ line WBbt:0005784,1.0
WBGene00012104,germ line WBbt:0005784,1.0
WBGene00008580,germ line WBbt:0005784,1.0
WBGene00007515,germ line WBbt:0005784,1.0
WBGene00018830,germ line WBbt:0005784,1.0
WBGene00016674,germ line WBbt:0005784,1.0
WBGene00001161,germ line WBbt:0005784,1.0
WBGene00007221,germ line WBbt:0005784,1.0
WBGene00008080,germ line WBbt:0005784,1.0
WBGene00004371,germ line WBbt:0005784,1.0
WBGene00022835,germ line WBbt:0005784,1.0
WBGene00018335,germ line WBbt:0005784,1.0
WBGene00013038,germ line WBbt:0005784,1.0
WBGene00013127,germ line WBbt:0005784,1.0
WBGene00017015,germ line WBbt:0005784,1.0
WBGene00005643,germ line WBbt:0005784,1.0
WBGene00003783,germ line WBbt:0005784,1.0
WBGene00018950,germ line WBbt:0005784,1.0
WBGene00003021,germ line WBbt:0005784,1.0
WBGene00008219,germ line WBbt:0005784,1.0
WBGene00002180,germ line WBbt:0005784,1.0
WBGene00007186,germ line WBbt:0005784,1.0
WBGene00013549,germ line WBbt:0005784,1.0
WBGene00004384,germ line WBbt:0005784,1.0
WBGene00021945,germ line WBbt:0005784,1.0
WBGene00022488,germ line WBbt:0005784,1.0
WBGene00009132,germ line WBbt:0005784,1.0
WBGene00020091,germ line WBbt:0005784,1.0
WBGene00017784,germ line WBbt:0005784,1.0
WBGene00006483,germ line WBbt:0005784,1.0
WBGene00009921,germ line WBbt:0005784,1.0
WBGene00013719,germ line WBbt:0005784,1.0
WBGene00017923,germ line WBbt:0005784,1.0
WBGene00002850,germ line WBbt:0005784,1.0
WBGene00015780,germ line WBbt:0005784,1.0
WBGene00004702,germ line WBbt:0005784,1.0
WBGene00000496,germ line WBbt:0005784,1.0
WBGene00009627,germ line WBbt:0005784,1.0
WBGene00015146,germ line WBbt:0005784,1.0
WBGene00011534,germ line WBbt:0005784,1.0
WBGene00003229,germ line WBbt:0005784,1.0
WBGene00021012,germ line WBbt:0005784,1.0
WBGene00013122,germ line WBbt:0005784,1.0
WBGene00004823,germ line WBbt:0005784,1.0
WBGene00012650,germ line WBbt:0005784,1.0
WBGene00012360,germ line WBbt:0005784,1.0
WBGene00008642,germ line WBbt:0005784,1.0
WBGene00001061,germ line WBbt:0005784,1.0
WBGene00019842,germ line WBbt:0005784,1.0
WBGene00020933,germ line WBbt:0005784,1.0
WBGene00007846,germ line WBbt:0005784,1.0
WBGene00013465,germ line WBbt:0005784,1.0
WBGene00015249,germ line WBbt:0005784,1.0
WBGene00003976,ABpraappa WBbt:0006035,1.0
WBGene00021132,ABpraappa WBbt:0006035,1.0
WBGene00007433,ABpraappa WBbt:0006035,1.0
WBGene00015143,ABpraappa WBbt:0006035,1.0
WBGene00001061,ABpraappa WBbt:0006035,1.0
WBGene00002034,Z3 WBbt:0004575,1.0
WBGene00001514,Z3 WBbt:0004575,1.0
WBGene00002136,Z3 WBbt:0004575,1.0
WBGene00004984,Z3 WBbt:0004575,1.0
WBGene00003785,Z3 WBbt:0004575,1.0
WBGene00002073,Z3 WBbt:0004575,1.0
WBGene00014115,Z3 WBbt:0004575,1.0
WBGene00004027,Z3 WBbt:0004575,1.0
WBGene00001595,Z3 WBbt:0004575,1.0
WBGene00003783,Z3 WBbt:0004575,1.0
WBGene00003252,Q cell WBbt:0008598,1.0
WBGene00016971,Q cell WBbt:0008598,1.0
WBGene00002297,Q cell WBbt:0008598,1.0
WBGene00013038,Q cell WBbt:0008598,1.0
WBGene00021012,Q cell WBbt:0008598,1.0
WBGene00003154,male distal tip cell WBbt:0006864,1.0
WBGene00013857,male distal tip cell WBbt:0006864,1.0
WBGene00018806,male distal tip cell WBbt:0006864,1.0
WBGene00003252,male distal tip cell WBbt:0006864,1.0
WBGene00023451,male distal tip cell WBbt:0006864,1.0
WBGene00010839,male distal tip cell WBbt:0006864,1.0
WBGene00008641,male distal tip cell WBbt:0006864,1.0
WBGene00011746,male distal tip cell WBbt:0006864,1.0
WBGene00016074,male distal tip cell WBbt:0006864,1.0
WBGene00001413,male distal tip cell WBbt:0006864,1.0
WBGene00018845,male distal tip cell WBbt:0006864,1.0
WBGene00016970,male distal tip cell WBbt:0006864,1.0
WBGene00015189,male distal tip cell WBbt:0006864,1.0
WBGene00015497,male distal tip cell WBbt:0006864,1.0
WBGene00017583,male distal tip cell WBbt:0006864,1.0
WBGene00000227,male distal tip cell WBbt:0006864,1.0
WBGene00012164,male distal tip cell WBbt:0006864,1.0
WBGene00015073,male distal tip cell WBbt:0006864,1.0
WBGene00006387,male distal tip cell WBbt:0006864,1.0
WBGene00008503,male distal tip cell WBbt:0006864,1.0
WBGene00000657,male distal tip cell WBbt:0006864,1.0
WBGene00022805,male distal tip cell WBbt:0006864,1.0
WBGene00009626,male distal tip cell WBbt:0006864,1.0
WBGene00017474,male distal tip cell WBbt:0006864,1.0
WBGene00000417,male distal tip cell WBbt:0006864,1.0
WBGene00009287,male distal tip cell WBbt:0006864,1.0
WBGene00013405,male distal tip cell WBbt:0006864,1.0
WBGene00000469,male distal tip cell WBbt:0006864,1.0
WBGene00006379,male distal tip cell WBbt:0006864,1.0
WBGene00012236,male distal tip cell WBbt:0006864,1.0
WBGene00006440,male distal tip cell WBbt:0006864,1.0
WBGene00000754,male distal tip cell WBbt:0006864,1.0
WBGene00001998,male distal tip cell WBbt:0006864,1.0
WBGene00013669,male distal tip cell WBbt:0006864,1.0
WBGene00007168,male distal tip cell WBbt:0006864,1.0
WBGene00019960,male distal tip cell WBbt:0006864,1.0
WBGene00003405,male distal tip cell WBbt:0006864,1.0
WBGene00011576,male distal tip cell WBbt:0006864,1.0
WBGene00000413,male distal tip cell WBbt:0006864,1.0
WBGene00008082,male distal tip cell WBbt:0006864,1.0
WBGene00002297,male distal tip cell WBbt:0006864,1.0
WBGene00008061,male distal tip cell WBbt:0006864,1.0
WBGene00018578,male distal tip cell WBbt:0006864,1.0
WBGene00012020,male distal tip cell WBbt:0006864,1.0
WBGene00000797,male distal tip cell WBbt:0006864,1.0
WBGene00016796,male distal tip cell WBbt:0006864,1.0
WBGene00012698,male distal tip cell WBbt:0006864,1.0
WBGene00010617,male distal tip cell WBbt:0006864,1.0
WBGene00003981,male distal tip cell WBbt:0006864,1.0
WBGene00017584,male distal tip cell WBbt:0006864,1.0
WBGene00012716,male distal tip cell WBbt:0006864,1.0
WBGene00018585,male distal tip cell WBbt:0006864,1.0
WBGene00018830,male distal tip cell WBbt:0006864,1.0
WBGene00021945,male distal tip cell WBbt:0006864,1.0
WBGene00022488,male distal tip cell WBbt:0006864,1.0
WBGene00017784,male distal tip cell WBbt:0006864,1.0
WBGene00021012,male distal tip cell WBbt:0006864,1.0
WBGene00003154,Z1.p WBbt:0007023,1.0
WBGene00013857,Z1.p WBbt:0007023,1.0
WBGene00018806,Z1.p WBbt:0007023,1.0
WBGene00003252,Z1.p WBbt:0007023,1.0
WBGene00023451,Z1.p WBbt:0007023,1.0
WBGene00010839,Z1.p WBbt:0007023,1.0
WBGene00008641,Z1.p WBbt:0007023,1.0
WBGene00011746,Z1.p WBbt:0007023,1.0
WBGene00016074,Z1.p WBbt:0007023,1.0
WBGene00001413,Z1.p WBbt:0007023,1.0
WBGene00018845,Z1.p WBbt:0007023,1.0
WBGene00016970,Z1.p WBbt:0007023,1.0
WBGene00015189,Z1.p WBbt:0007023,1.0
WBGene00015497,Z1.p WBbt:0007023,1.0
WBGene00017583,Z1.p WBbt:0007023,1.0
WBGene00000227,Z1.p WBbt:0007023,1.0
WBGene00012164,Z1.p WBbt:0007023,1.0
WBGene00015073,Z1.p WBbt:0007023,1.0
WBGene00006387,Z1.p WBbt:0007023,1.0
WBGene00008503,Z1.p WBbt:0007023,1.0
WBGene00000657,Z1.p WBbt:0007023,1.0
WBGene00022805,Z1.p WBbt:0007023,1.0
WBGene00009626,Z1.p WBbt:0007023,1.0
WBGene00017474,Z1.p WBbt:0007023,1.0
WBGene00000417,Z1.p WBbt:0007023,1.0
WBGene00009287,Z1.p WBbt:0007023,1.0
WBGene00013405,Z1.p WBbt:0007023,1.0
WBGene00000469,Z1.p WBbt:0007023,1.0
WBGene00006379,Z1.p WBbt:0007023,1.0
WBGene00012236,Z1.p WBbt:0007023,1.0
WBGene00006440,Z1.p WBbt:0007023,1.0
WBGene00000754,Z1.p WBbt:0007023,1.0
WBGene00001998,Z1.p WBbt:0007023,1.0
WBGene00013669,Z1.p WBbt:0007023,1.0
WBGene00007168,Z1.p WBbt:0007023,1.0
WBGene00019960,Z1.p WBbt:0007023,1.0
WBGene00003405,Z1.p WBbt:0007023,1.0
WBGene00011576,Z1.p WBbt:0007023,1.0
WBGene00000413,Z1.p WBbt:0007023,1.0
WBGene00008082,Z1.p WBbt:0007023,1.0
WBGene00002297,Z1.p WBbt:0007023,1.0
WBGene00008061,Z1.p WBbt:0007023,1.0
WBGene00018578,Z1.p WBbt:0007023,1.0
WBGene00012020,Z1.p WBbt:0007023,1.0
WBGene00000797,Z1.p WBbt:0007023,1.0
WBGene00016796,Z1.p WBbt:0007023,1.0
WBGene00012698,Z1.p WBbt:0007023,1.0
WBGene00010617,Z1.p WBbt:0007023,1.0
WBGene00003981,Z1.p WBbt:0007023,1.0
WBGene00017584,Z1.p WBbt:0007023,1.0
WBGene00012716,Z1.p WBbt:0007023,1.0
WBGene00018585,Z1.p WBbt:0007023,1.0
WBGene00018830,Z1.p WBbt:0007023,1.0
WBGene00021945,Z1.p WBbt:0007023,1.0
WBGene00022488,Z1.p WBbt:0007023,1.0
WBGene00017784,Z1.p WBbt:0007023,1.0
WBGene00021012,Z1.p WBbt:0007023,1.0
WBGene00003228,Psub3 WBbt:0006875,1.0
WBGene00003793,Psub3 WBbt:0006875,1.0
WBGene00017548,Psub3 WBbt:0006875,1.0
WBGene00004984,Psub3 WBbt:0006875,1.0
WBGene00018897,Psub3 WBbt:0006875,1.0
WBGene00015095,Psub3 WBbt:0006875,1.0
WBGene00003785,Psub3 WBbt:0006875,1.0
WBGene00004027,Psub3 WBbt:0006875,1.0
WBGene00001595,Psub3 WBbt:0006875,1.0
WBGene00003229,Psub3 WBbt:0006875,1.0
WBGene00010351,EMS WBbt:0006876,1.0
WBGene00003228,EMS WBbt:0006876,1.0
WBGene00011352,EMS WBbt:0006876,1.0
WBGene00000846,EMS WBbt:0006876,1.0
WBGene00004984,EMS WBbt:0006876,1.0
WBGene00000868,EMS WBbt:0006876,1.0
WBGene00001595,EMS WBbt:0006876,1.0
WBGene00003229,EMS WBbt:0006876,1.0
WBGene00009365,reproductive tract WBbt:0005744,1.0
WBGene00003830,reproductive tract WBbt:0005744,1.0
WBGene00003154,reproductive tract WBbt:0005744,1.0
WBGene00009245,reproductive tract WBbt:0005744,1.0
WBGene00016596,reproductive tract WBbt:0005744,1.0
WBGene00013857,reproductive tract WBbt:0005744,1.0
WBGene00016960,reproductive tract WBbt:0005744,1.0
WBGene00005019,reproductive tract WBbt:0005744,1.0
WBGene00018806,reproductive tract WBbt:0005744,1.0
WBGene00010314,reproductive tract WBbt:0005744,1.0
WBGene00003619,reproductive tract WBbt:0005744,1.0
WBGene00003252,reproductive tract WBbt:0005744,1.0
WBGene00023451,reproductive tract WBbt:0005744,1.0
WBGene00010839,reproductive tract WBbt:0005744,1.0
WBGene00008641,reproductive tract WBbt:0005744,1.0
WBGene00011746,reproductive tract WBbt:0005744,1.0
WBGene00003976,reproductive tract WBbt:0005744,1.0
WBGene00016074,reproductive tract WBbt:0005744,1.0
WBGene00021132,reproductive tract WBbt:0005744,1.0
WBGene00001413,reproductive tract WBbt:0005744,1.0
WBGene00015698,reproductive tract WBbt:0005744,1.0
WBGene00009594,reproductive tract WBbt:0005744,1.0
WBGene00003228,reproductive tract WBbt:0005744,1.0
WBGene00018845,reproductive tract WBbt:0005744,1.0
WBGene00001372,reproductive tract WBbt:0005744,1.0
WBGene00016970,reproductive tract WBbt:0005744,1.0
WBGene00015189,reproductive tract WBbt:0005744,1.0
WBGene00015497,reproductive tract WBbt:0005744,1.0
WBGene00002136,reproductive tract WBbt:0005744,1.0
WBGene00013202,reproductive tract WBbt:0005744,1.0
WBGene00017583,reproductive tract WBbt:0005744,1.0
WBGene00000227,reproductive tract WBbt:0005744,1.0
WBGene00012164,reproductive tract WBbt:0005744,1.0
WBGene00011501,reproductive tract WBbt:0005744,1.0
WBGene00015073,reproductive tract WBbt:0005744,1.0
WBGene00010228,reproductive tract WBbt:0005744,1.0
WBGene00006387,reproductive tract WBbt:0005744,1.0
WBGene00008503,reproductive tract WBbt:0005744,1.0
WBGene00004041,reproductive tract WBbt:0005744,1.0
WBGene00015468,reproductive tract WBbt:0005744,1.0
WBGene00000657,reproductive tract WBbt:0005744,1.0
WBGene00002992,reproductive tract WBbt:0005744,1.0
WBGene00004984,reproductive tract WBbt:0005744,1.0
WBGene00022805,reproductive tract WBbt:0005744,1.0
WBGene00001860,reproductive tract WBbt:0005744,1.0
WBGene00006411,reproductive tract WBbt:0005744,1.0
WBGene00009626,reproductive tract WBbt:0005744,1.0
WBGene00017474,reproductive tract WBbt:0005744,1.0
WBGene00000417,reproductive tract WBbt:0005744,1.0
WBGene00015143,reproductive tract WBbt:0005744,1.0
WBGene00044067,reproductive tract WBbt:0005744,1.0
WBGene00003524,reproductive tract WBbt:0005744,1.0
WBGene00009287,reproductive tract WBbt:0005744,1.0
WBGene00021922,reproductive tract WBbt:0005744,1.0
WBGene00003919,reproductive tract WBbt:0005744,1.0
WBGene00013405,reproductive tract WBbt:0005744,1.0
WBGene00000469,reproductive tract WBbt:0005744,1.0
WBGene00006379,reproductive tract WBbt:0005744,1.0
WBGene00016955,reproductive tract WBbt:0005744,1.0
WBGene00012236,reproductive tract WBbt:0005744,1.0
WBGene00008202,reproductive tract WBbt:0005744,1.0
WBGene00008802,reproductive tract WBbt:0005744,1.0
WBGene00001029,reproductive tract WBbt:0005744,1.0
WBGene00045192,reproductive tract WBbt:0005744,1.0
WBGene00003150,reproductive tract WBbt:0005744,1.0
WBGene00006591,reproductive tract WBbt:0005744,1.0
WBGene00006440,reproductive tract WBbt:0005744,1.0
WBGene00000754,reproductive tract WBbt:0005744,1.0
WBGene00013180,reproductive tract WBbt:0005744,1.0
WBGene00001998,reproductive tract WBbt:0005744,1.0
WBGene00000875,reproductive tract WBbt:0005744,1.0
WBGene00004888,reproductive tract WBbt:0005744,1.0
WBGene00013669,reproductive tract WBbt:0005744,1.0
WBGene00020945,reproductive tract WBbt:0005744,1.0
WBGene00000935,reproductive tract WBbt:0005744,1.0
WBGene00021732,reproductive tract WBbt:0005744,1.0
WBGene00007168,reproductive tract WBbt:0005744,1.0
WBGene00019960,reproductive tract WBbt:0005744,1.0
WBGene00003185,reproductive tract WBbt:0005744,1.0
WBGene00003405,reproductive tract WBbt:0005744,1.0
WBGene00005040,reproductive tract WBbt:0005744,1.0
WBGene00011576,reproductive tract WBbt:0005744,1.0
WBGene00000413,reproductive tract WBbt:0005744,1.0
WBGene00001653,reproductive tract WBbt:0005744,1.0
WBGene00008082,reproductive tract WBbt:0005744,1.0
WBGene00002297,reproductive tract WBbt:0005744,1.0
WBGene00010260,reproductive tract WBbt:0005744,1.0
WBGene00009065,reproductive tract WBbt:0005744,1.0
WBGene00008061,reproductive tract WBbt:0005744,1.0
WBGene00018578,reproductive tract WBbt:0005744,1.0
WBGene00000171,reproductive tract WBbt:0005744,1.0
WBGene00012484,reproductive tract WBbt:0005744,1.0
WBGene00012020,reproductive tract WBbt:0005744,1.0
WBGene00000797,reproductive tract WBbt:0005744,1.0
WBGene00002133,reproductive tract WBbt:0005744,1.0
WBGene00000868,reproductive tract WBbt:0005744,1.0
WBGene00017328,reproductive tract WBbt:0005744,1.0
WBGene00004244,reproductive tract WBbt:0005744,1.0
WBGene00016796,reproductive tract WBbt:0005744,1.0
WBGene00012698,reproductive tract WBbt:0005744,1.0
WBGene00010617,reproductive tract WBbt:0005744,1.0
WBGene00004874,reproductive tract WBbt:0005744,1.0
WBGene00003981,reproductive tract WBbt:0005744,1.0
WBGene00006795,reproductive tract WBbt:0005744,1.0
WBGene00017584,reproductive tract WBbt:0005744,1.0
WBGene00012000,reproductive tract WBbt:0005744,1.0
WBGene00012716,reproductive tract WBbt:0005744,1.0
WBGene00018585,reproductive tract WBbt:0005744,1.0
WBGene00001595,reproductive tract WBbt:0005744,1.0
WBGene00003598,reproductive tract WBbt:0005744,1.0
WBGene00012104,reproductive tract WBbt:0005744,1.0
WBGene00008580,reproductive tract WBbt:0005744,1.0
WBGene00018830,reproductive tract WBbt:0005744,1.0
WBGene00001161,reproductive tract WBbt:0005744,1.0
WBGene00004371,reproductive tract WBbt:0005744,1.0
WBGene00003528,reproductive tract WBbt:0005744,1.0
WBGene00021945,reproductive tract WBbt:0005744,1.0
WBGene00022488,reproductive tract WBbt:0005744,1.0
WBGene00017784,reproductive tract WBbt:0005744,1.0
WBGene00006483,reproductive tract WBbt:0005744,1.0
WBGene00003229,reproductive tract WBbt:0005744,1.0
WBGene00021012,reproductive tract WBbt:0005744,1.0
WBGene00012360,reproductive tract WBbt:0005744,1.0
WBGene00001061,reproductive tract WBbt:0005744,1.0
WBGene00016960,Psub1 WBbt:0006874,1.0
WBGene00005019,Psub1 WBbt:0006874,1.0
WBGene00013540,Psub1 WBbt:0006874,1.0
WBGene00003228,Psub1 WBbt:0006874,1.0
WBGene00020910,Psub1 WBbt:0006874,1.0
WBGene00011352,Psub1 WBbt:0006874,1.0
WBGene00000223,Psub1 WBbt:0006874,1.0
WBGene00004984,Psub1 WBbt:0006874,1.0
WBGene00011350,Psub1 WBbt:0006874,1.0
WBGene00003785,Psub1 WBbt:0006874,1.0
WBGene00017397,Psub1 WBbt:0006874,1.0
WBGene00022172,Psub1 WBbt:0006874,1.0
WBGene00011409,Psub1 WBbt:0006874,1.0
WBGene00004027,Psub1 WBbt:0006874,1.0
WBGene00000868,Psub1 WBbt:0006874,1.0
WBGene00017985,Psub1 WBbt:0006874,1.0
WBGene00012000,Psub1 WBbt:0006874,1.0
WBGene00012716,Psub1 WBbt:0006874,1.0
WBGene00001595,Psub1 WBbt:0006874,1.0
WBGene00002180,Psub1 WBbt:0006874,1.0
WBGene00000496,Psub1 WBbt:0006874,1.0
WBGene00003229,Psub1 WBbt:0006874,1.0
WBGene00012385,AB WBbt:0004015,1.0
WBGene00004984,AB WBbt:0004015,1.0
WBGene00016955,AB WBbt:0004015,1.0
WBGene00010502,AB WBbt:0004015,1.0
WBGene00013137,AB WBbt:0004015,1.0
WBGene00021467,AB WBbt:0004015,1.0
WBGene00009065,AB WBbt:0004015,1.0
WBGene00000868,AB WBbt:0004015,1.0
WBGene00017985,AB WBbt:0004015,1.0
WBGene00001595,AB WBbt:0004015,1.0
WBGene00020375,AB WBbt:0004015,1.0
WBGene00008080,AB WBbt:0004015,1.0
WBGene00008219,AB WBbt:0004015,1.0
WBGene00009921,AB WBbt:0004015,1.0
WBGene00003229,AB WBbt:0004015,1.0
WBGene00003976,ABplappp WBbt:0006470,1.0
WBGene00021132,ABplappp WBbt:0006470,1.0
WBGene00007433,ABplappp WBbt:0006470,1.0
WBGene00015143,ABplappp WBbt:0006470,1.0
WBGene00004334,ABplappp WBbt:0006470,1.0
WBGene00003976,ABaraaap WBbt:0005861,1.0
WBGene00021132,ABaraaap WBbt:0005861,1.0
WBGene00007433,ABaraaap WBbt:0005861,1.0
WBGene00004334,ABaraaap WBbt:0005861,1.0
WBGene00001061,ABaraaap WBbt:0005861,1.0
WBGene00010351,oocyte WBbt:0006797,1.0
WBGene00005019,oocyte WBbt:0006797,1.0
WBGene00021132,oocyte WBbt:0006797,1.0
WBGene00015698,oocyte WBbt:0006797,1.0
WBGene00003228,oocyte WBbt:0006797,1.0
WBGene00013202,oocyte WBbt:0006797,1.0
WBGene00004984,oocyte WBbt:0006797,1.0
WBGene00000417,oocyte WBbt:0006797,1.0
WBGene00012543,oocyte WBbt:0006797,1.0
WBGene00003150,oocyte WBbt:0006797,1.0
WBGene00004027,oocyte WBbt:0006797,1.0
WBGene00008061,oocyte WBbt:0006797,1.0
WBGene00003026,oocyte WBbt:0006797,1.0
WBGene00001595,oocyte WBbt:0006797,1.0
WBGene00022034,oocyte WBbt:0006797,1.0
WBGene00012104,oocyte WBbt:0006797,1.0
WBGene00020091,oocyte WBbt:0006797,1.0
WBGene00003229,oocyte WBbt:0006797,1.0
WBGene00001061,oocyte WBbt:0006797,1.0
WBGene00002034,Z2 WBbt:0004576,1.0
WBGene00001514,Z2 WBbt:0004576,1.0
WBGene00002136,Z2 WBbt:0004576,1.0
WBGene00004984,Z2 WBbt:0004576,1.0
WBGene00003785,Z2 WBbt:0004576,1.0
WBGene00002073,Z2 WBbt:0004576,1.0
WBGene00014115,Z2 WBbt:0004576,1.0
WBGene00004027,Z2 WBbt:0004576,1.0
WBGene00001595,Z2 WBbt:0004576,1.0
WBGene00003783,Z2 WBbt:0004576,1.0
WBGene00003976,ABpraappp WBbt:0006270,1.0
WBGene00021132,ABpraappp WBbt:0006270,1.0
WBGene00007433,ABpraappp WBbt:0006270,1.0
WBGene00015143,ABpraappp WBbt:0006270,1.0
WBGene00001061,ABpraappp WBbt:0006270,1.0
WBGene00003976,ABaraaaa WBbt:0006360,1.0
WBGene00021132,ABaraaaa WBbt:0006360,1.0
WBGene00007433,ABaraaaa WBbt:0006360,1.0
WBGene00004334,ABaraaaa WBbt:0006360,1.0
WBGene00001061,ABaraaaa WBbt:0006360,1.0
