TXNAME	GENEID
M195.2	M195.2
R01E6.5	R01E6.5
glb-20	glb-20
R01E6.7	R01E6.7
R01H10.4	R01H10.4
rip-1	rip-1
bbs-5	bbs-5
R01H10.7	R01H10.7
R02D5.1	R02D5.1
R02D5.3	R02D5.3
R02D5.4	R02D5.4
R02D5.6	R02D5.6
blos-8	blos-8
flp-32	flp-32
mocs-1	mocs-1
R03A10.5	R03A10.5
sprr-1	sprr-1
R03C1.1	R03C1.1
metr-1	metr-1
tceb-3	tceb-3
R03D7.5	R03D7.5
R03D7.8	R03D7.8
vha-20	vha-20
R03G8.6	R03G8.6
R04B5.1	R04B5.1
R04B5.7	R04B5.7
hpo-30	hpo-30
R04F11.2	R04F11.2
R04F11.3	R04F11.3
R04F11.5	R04F11.5
R05A10.1	R05A10.1
R05A10.2	R05A10.2
R05A10.3	R05A10.3
R05D7.1	R05D7.1
R05D7.3	R05D7.3
abhd-11.2	abhd-11.2
R05D7.5	R05D7.5
ddx-52	ddx-52
R05D11.5	R05D11.5
paxt-1	paxt-1
snrp-27	snrp-27
edc-3	edc-3
R05D11.9	R05D11.9
R05H5.7	R05H5.7
R05H10.1	R05H10.1
rbm-28	rbm-28
R05H10.7	R05H10.7
agl-1	agl-1
pfs-2	pfs-2
arrd-14	arrd-14
R06B9.5	R06B9.5
fdps-1	fdps-1
R06C1.6	R06C1.6
adsl-1	adsl-1
R06C7.6	R06C7.6
vps-11	vps-11
set-14	set-14
ceh-62	ceh-62
msrp-7	msrp-7
R06F6.8	R06F6.8
tag-209	tag-209
R07A4.2	R07A4.2
R07A4.3	R07A4.3
R07A4.4	R07A4.4
R07B1.9	R07B1.9
R07B1.11	R07B1.11
glo-1	glo-1
srsx-21	srsx-21
kmo-1	kmo-1
R07B7.10	R07B7.10
gana-1	gana-1
R07D5.2	R07D5.2
R07E3.1	R07E3.1
R07E3.2	R07E3.2
cut-5	cut-5
R07E3.4	R07E3.4
acl-5	acl-5
R07E3.6	R07E3.6
R07E3.7	R07E3.7
R07E5.1	R07E5.1
prdx-3	prdx-3
snfc-5	snfc-5
R07E5.4	R07E5.4
R07E5.7	R07E5.7
pdcd-2	pdcd-2
R07E5.11	R07E5.11
mpc-1	mpc-1
R07E5.17	R07E5.17
cpt-2	cpt-2
nuaf-3	nuaf-3
adk-1	adk-1
R07H5.9	R07H5.9
R08A2.5	R08A2.5
R08A2.7	R08A2.7
R08B4.3	R08B4.3
R08B4.4	R08B4.4
nlp-66	nlp-66
R08D7.1	R08D7.1
rpap-2	rpap-2
R08D7.4	R08D7.4
R08D7.5	R08D7.5
pde-2	pde-2
R08D7.7	R08D7.7
R09A8.5	R09A8.5
R09E10.1	R09E10.1
R09E10.6	R09E10.6
R09H10.5	R09H10.5
R09H10.6	R09H10.6
R09H10.7	R09H10.7
R10D12.10	R10D12.10
srh-24	srh-24
algn-13	algn-13
R10D12.13	R10D12.13
R10E4.3	R10E4.3
nth-1	nth-1
R10E4.6	R10E4.6
R10E4.7	R10E4.7
R10E4.9	R10E4.9
R10E4.11	R10E4.11
R10E9.3	R10E9.3
usp-46	usp-46
R10E11.5	R10E11.5
R10E11.6	R10E11.6
srxa-10	srxa-10
R10E11.9	R10E11.9
R10E12.2	R10E12.2
R10H10.3	R10H10.3
R10H10.4	R10H10.4
R10H10.6	R10H10.6
R10H10.7	R10H10.7
slc-25A21	slc-25A21
nlp-67	nlp-67
R11.3	R11.3
nud-2	nud-2
R11A5.3	R11A5.3
suro-1	suro-1
gkow-1	gkow-1
ugt-59	ugt-59
pges-2	pges-2
mask-1	mask-1
mpz-5	mpz-5
R11D1.1	R11D1.1
mrpl-49	mrpl-49
R11D1.10	R11D1.10
R11G10.2	R11G10.2
glb-22	glb-22
R11H6.4	R11H6.4
R11H6.5	R11H6.5
R12H7.4	R12H7.4
npax-3	npax-3
best-15	best-15
miz-1	miz-1
cnnm-5	cnnm-5
nphp-4	nphp-4
R13H4.5	R13H4.5
R13H4.7	R13H4.7
R13H4.8	R13H4.8
pde-12	pde-12
R17.3	R17.3
R31.2	R31.2
flad-1	flad-1
dtmk-1	dtmk-1
R53.4	R53.4
R53.5	R53.5
psf-1	psf-1
aakg-5	aakg-5
R74.2	R74.2
asd-1	asd-1
pelo-1	pelo-1
R74.7	R74.7
ttbk-7	ttbk-7
ttr-27	ttr-27
glb-24	glb-24
R102.4	R102.4
allo-1	allo-1
R102.6	R102.6
glb-21	glb-21
R107.2	R107.2
R107.5	R107.5
R166.3	R166.3
mnk-1	mnk-1
R186.3	R186.3
mpst-7	mpst-7
pnn-1	pnn-1
R186.8	R186.8
T01B4.3	T01B4.3
T01B7.5	T01B7.5
trcs-2	trcs-2
T01B7.9	T01B7.9
mbr-1	mbr-1
T01C1.4	T01C1.4
cdt-2	cdt-2
T01C3.2	T01C3.2
irld-14	irld-14
mut-15	mut-15
T01C3.11	T01C3.11
T01D3.1	T01D3.1
hlh-34	hlh-34
T01D3.3	T01D3.3
zipt-9	zipt-9
T01D3.6	T01D3.6
T01E8.1	T01E8.1
nrde-2	nrde-2
mrps-14	mrps-14
T01E8.8	T01E8.8
ubxn-5	ubxn-5
T01G1.2	T01G1.2
T01G9.2	T01G9.2
dma-1	dma-1
T01H3.2	T01H3.2
T01H3.3	T01H3.3
perm-1	perm-1
T01H3.5	T01H3.5
rskn-1	rskn-1
T01H8.2	T01H8.2
lyst-1	lyst-1
T02C1.1	T02C1.1
T02C1.2	T02C1.2
snpc-3.4	snpc-3.4
tftc-5	tftc-5
T02D1.4	T02D1.4
npr-26	npr-26
T02D1.8	T02D1.8
T02E1.2	T02E1.2
gla-3	gla-3
T02E1.6	T02E1.6
T02E1.7	T02E1.7
T02E1.8	T02E1.8
npr-25	npr-25
dop-5	dop-5
T02E9.5	T02E9.5
mrps-12	mrps-12
sbt-1	sbt-1
T03D8.6	T03D8.6
qdpr-1	qdpr-1
T03F6.3	T03F6.3
T03F6.4	T03F6.4
T03F6.6	T03F6.6
T03F7.5	T03F7.5
T03F7.7	T03F7.7
ppat-1	ppat-1
nifk-1	nifk-1
T04A8.7	T04A8.7
T04A8.8	T04A8.8
sel-13	sel-13
mrpl-16	mrpl-16
him-18	him-18
T04B2.3	T04B2.3
ipla-7	ipla-7
T04C10.3	T04C10.3
T04C12.1	T04C12.1
nlp-80	nlp-80
T04C12.7	T04C12.7
T04C12.8	T04C12.8
pde-1	pde-1
T04D3.5	T04D3.5
T04D3.8	T04D3.8
T04F3.1	T04F3.1
smoc-1	smoc-1
T04F3.3	T04F3.3
T04F3.4	T04F3.4
sfxn-1.5	sfxn-1.5
T04F8.2	T04F8.2
T04F8.3	T04F8.3
cutl-11	cutl-11
T04F8.6	T04F8.6
T04F8.7	T04F8.7
T04F8.9	T04F8.9
T04H1.2	T04H1.2
T04H1.5	T04H1.5
ugt-56	ugt-56
lron-14	lron-14
T05A1.5	T05A1.5
ttr-14	ttr-14
vap-2	vap-2
T05A10.6	T05A10.6
T05B9.2	T05B9.2
T05C12.1	T05C12.1
T05C12.4	T05C12.4
dylt-3	dylt-3
T05C12.8	T05C12.8
T05C12.9	T05C12.9
T05C12.11	T05C12.11
aldo-1	aldo-1
exc-12	exc-12
T05E11.2	T05E11.2
enpl-1	enpl-1
imp-2	imp-2
pigk-1	pigk-1
nra-2	nra-2
T05F1.2	T05F1.2
T05F1.4	T05F1.4
T05F1.7	T05F1.7
T05F1.9	T05F1.9
T05G5.1	T05G5.1
T05G5.4	T05G5.4
T05G5.5	T05G5.5
rmd-1	rmd-1
vps-53	vps-53
gcc-2	gcc-2
T05H10.1	T05H10.1
T05H10.3	T05H10.3
T05H10.4	T05H10.4
pdha-1	pdha-1
gpcp-2	gpcp-2
T05H10.8	T05H10.8
srap-1	srap-1
T06D8.2	T06D8.2
plpr-1	plpr-1
cox-15	cox-15
cchl-1	cchl-1
fndc-1	fndc-1
T06D8.9	T06D8.9
T06D8.10	T06D8.10
rsbp-1	rsbp-1
chaf-1	chaf-1
T06E4.7	T06E4.7
T06E4.10	T06E4.10
T06E6.1	T06E6.1
acl-2	acl-2
T06G6.6	T06G6.6
T06G6.12	T06G6.12
umps-1	umps-1
T07C4.3	T07C4.3
ttr-15	ttr-15
sas-7	sas-7
jmjd-4	jmjd-4
ugt-50	ugt-50
mam-5	mam-5
anmt-3	anmt-3
madf-4	madf-4
rmh-2	rmh-2
npr-20	npr-20
T07D4.2	T07D4.2
ddx-19	ddx-19
T07D10.1	T07D10.1
ntr-1	ntr-1
flp-33	flp-33
anp-1	anp-1
T07F10.3	T07F10.3
bus-19	bus-19
T07F10.6	T07F10.6
T07G12.3	T07G12.3
T08A11.1	T08A11.1
sftb-1	sftb-1
T08D2.4	T08D2.4
T08D10.3	T08D10.3
T08G5.1	T08G5.1
vps-39	vps-39
T08G11.1	T08G11.1
T08G11.3	T08G11.3
T08G11.4	T08G11.4
T09A5.4	T09A5.4
T09A5.5	T09A5.5
mdmh-35	mdmh-35
cec-3	cec-3
sds-22	sds-22
ostb-1	ostb-1
ztf-17	ztf-17
T09A5.14	T09A5.14
T09A5.15	T09A5.15
slc-17.9	slc-17.9
T09B9.3	T09B9.3
T09B9.4	T09B9.4
T09B9.5	T09B9.5
noca-1	noca-1
cni-1	cni-1
ztf-27	ztf-27
T09F3.2	T09F3.2
T09F3.4	T09F3.4
T09F3.5	T09F3.5
T10B9.9	T10B9.9
ucr-2.2	ucr-2.2
T10B10.3	T10B10.3
T10B10.4	T10B10.4
snt-7	snt-7
phat-6	phat-6
T10B10.8	T10B10.8
cwc-15	cwc-15
T10C6.6	T10C6.6
T10G3.1	T10G3.1
T10G3.2	T10G3.2
T10G3.3	T10G3.3
T10G3.4	T10G3.4
eea-1	eea-1
sdz-31	sdz-31
T11B7.5	T11B7.5
T11F9.1	T11F9.1
T11F9.12	T11F9.12
T11G6.5	T11G6.5
rbm-22	rbm-22
T12A7.2	T12A7.2
scl-18	scl-18
lips-5	lips-5
lpr-2	lpr-2
T12A7.6	T12A7.6
set-16	set-16
drr-2	drr-2
acbp-5	acbp-5
arrd-17	arrd-17
T12D8.5	T12D8.5
mlc-5	mlc-5
hip-1	hip-1
T12D8.9	T12D8.9
sqst-1	sqst-1
T12G3.2	T12G3.2
T12G3.4	T12G3.4
mrpl-51	mrpl-51
T12G3.6	T12G3.6
tgn-38	tgn-38
T13F2.2	T13F2.2
T13F2.6	T13F2.6
sna-2	sna-2
T13F3.7	T13F3.7
T13H5.1	T13H5.1
ctg-2	ctg-2
cht-2	cht-2
T13H5.4	T13H5.4
mrps-18B	mrps-18B
T13H5.6	T13H5.6
T13H5.8	T13H5.8
T13H10.2	T13H10.2
T14B1.1	T14B1.1
frpr-17	frpr-17
agxt-1	agxt-1
oac-46	oac-46
T14G8.3	T14G8.3
ttr-53	ttr-53
ttr-54	ttr-54
copg-1	copg-1
pigs-1	pigs-1
T14G10.8	T14G10.8
hal-3	hal-3
nep-21	nep-21
T16G1.9	T16G1.9
T16G12.1	T16G12.1
ekl-6	ekl-6
T16G12.6	T16G12.6
T16G12.8	T16G12.8
T16G12.9	T16G12.9
gtf-2H2C	gtf-2H2C
T16H12.9	T16H12.9
hal-2	hal-2
T18D3.1	T18D3.1
cdf-2	cdf-2
T18D3.5	T18D3.5
T18D3.6	T18D3.6
T18D3.7	T18D3.7
T18D3.9	T18D3.9
T19A6.1	T19A6.1
nepr-1	nepr-1
T19A6.4	T19A6.4
T19B10.2	T19B10.2
bgal-1	bgal-1
T19B10.5	T19B10.5
dvc-1	dvc-1
pgap-1	pgap-1
mam-4	mam-4
T19C4.1	T19C4.1
T19C4.5	T19C4.5
T19H5.4	T19H5.4
T20B3.1	T20B3.1
coa-4	coa-4
T20D3.5	T20D3.5
T20D3.6	T20D3.6
pigc-1	pigc-1
T20F10.2	T20F10.2
chc-1	chc-1
best-18	best-18
T20G5.9	T20G5.9
blos-1	blos-1
T20G5.12	T20G5.12
T20G5.13	T20G5.13
cox-14	cox-14
ador-1	ador-1
pho-7	pho-7
T21B6.3	T21B6.3
mrpl-50	mrpl-50
enol-1	enol-1
T21B10.3	T21B10.3
set-17	set-17
cutl-15	cutl-15
mics-1	mics-1
del-6	del-6
erh-1	erh-1
T21C9.6	T21C9.6
T21C9.9	T21C9.9
T21C9.11	T21C9.11
scpl-4	scpl-4
T21C9.13	T21C9.13
nlp-68	nlp-68
T21C12.4	T21C12.4
T21E8.4	T21E8.4
T21E8.5	T21E8.5
hlb-1	hlb-1
hsp-12.1	hsp-12.1
pash-1	pash-1
T22B3.3	T22B3.3
T22C1.1	T22C1.1
glb-26	glb-26
pigu-1	pigu-1
ctf-8	ctf-8
T22C1.5	T22C1.5
T22C1.6	T22C1.6
T22C1.8	T22C1.8
T22C1.9	T22C1.9
T22C1.11	T22C1.11
T22C8.1	T22C8.1
sptf-2	sptf-2
T22C8.6	T22C8.6
cutl-12	cutl-12
srsx-19	srsx-19
sptl-3	sptl-3
pgrn-1	pgrn-1
ilc-17.1	ilc-17.1
alh-13	alh-13
prmt-9	prmt-9
T23B5.3	T23B5.3
T23B5.4	T23B5.4
T23D8.3	T23D8.3
alg-5	alg-5
rocf-1	rocf-1
T23F6.1	T23F6.1
T23F6.5	T23F6.5
ppm-2	ppm-2
cdka-1	cdka-1
T23F11.4	T23F11.4
T23F11.6	T23F11.6
T23G5.2	T23G5.2
saeg-2	saeg-2
T23G7.2	T23G7.2
T23G7.3	T23G7.3
pir-1	pir-1
T23G11.1	T23G11.1
T23G11.4	T23G11.4
rlbp-1	rlbp-1
lron-9	lron-9
T23G11.7	T23G11.7
T23G11.10	T23G11.10
xbx-5	xbx-5
T24B1.1	T24B1.1
T24B8.2	T24B8.2
T24B8.3	T24B8.3
T24B8.4	T24B8.4
T24B8.7	T24B8.7
T24C2.5	T24C2.5
T24D1.2	T24D1.2
T24D5.2	T24D5.2
samp-1	samp-1
rsf-1	rsf-1
T24F1.4	T24F1.4
T24F1.7	T24F1.7
T24H10.1	T24H10.1
T24H10.4	T24H10.4
dyrb-1	dyrb-1
jun-1	jun-1
T25B9.1	T25B9.1
T25B9.3	T25B9.3
T25B9.4	T25B9.4
ugt-54	ugt-54
T25B9.8	T25B9.8
T25B9.9	T25B9.9
inpp-1	inpp-1
shpk-1	shpk-1
T25C12.3	T25C12.3
dkf-2	dkf-2
gyg-2	gyg-2
T25G3.1	T25G3.1
T25G3.3	T25G3.3
T25G3.4	T25G3.4
T26C5.2	T26C5.2
T26C5.3	T26C5.3
T26C5.4	T26C5.4
T26C5.5	T26C5.5
T26E3.4	T26E3.4
T26E3.10	T26E3.10
T26G10.1	T26G10.1
cpd-2	cpd-2
npr-15	npr-15
T27D12.1	T27D12.1
T27E9.2	T27E9.2
abcf-2	abcf-2
acc-4	acc-4
sipa-1	sipa-1
zip-10	zip-10
sygl-1	sygl-1
T27F6.6	T27F6.6
T27F6.7	T27F6.7
T27F6.8	T27F6.8
T28B8.1	T28B8.1
del-4	del-4
T28B11.1	T28B11.1
T28C6.5	T28C6.5
T28C6.7	T28C6.7
T28C6.8	T28C6.8
T28D6.3	T28D6.3
T28D6.4	T28D6.4
T28D6.5	T28D6.5
T28D6.6	T28D6.6
T28D6.7	T28D6.7
T28F3.5	T28F3.5
ifta-2	ifta-2
T28F4.1	T28F4.1
asic-2	asic-2
T28F4.4	T28F4.4
T28F4.5	T28F4.5
T28H10.1	T28H10.1
T28H10.2	T28H10.2
T28H10.3	T28H10.3
nlp-46	nlp-46
inos-1	inos-1
VF13D12L.3	VF13D12L.3
syx-17	syx-17
cnc-10	cnc-10
ebp-2	ebp-2
adbp-1	adbp-1
ucr-2.1	ucr-2.1
VZK822L.2	VZK822L.2
W01A8.2	W01A8.2
cutl-6	cutl-6
nuo-6	nuo-6
tofu-5	tofu-5
W01A8.6	W01A8.6
W01B6.3	W01B6.3
W01C9.1	W01C9.1
W01C9.2	W01C9.2
glb-27	glb-27
W01D2.3	W01D2.3
osta-3	osta-3
W01D2.6	W01D2.6
mnr-1	mnr-1
W01F3.2	W01F3.2
mlt-11	mlt-11
rpb-11	rpb-11
W01G7.4	W01G7.4
W02A2.5	W02A2.5
W02A2.8	W02A2.8
W02A11.1	W02A11.1
vps-25	vps-25
toe-4	toe-4
W02B8.1	W02B8.1
rga-1	rga-1
mfn-1	mfn-1
metl-1	metl-1
W02B12.11	W02B12.11
W02D9.2	W02D9.2
hmg-20	hmg-20
W02D9.10	W02D9.10
W02H3.1	W02H3.1
W03C9.1	W03C9.1
W03C9.2	W03C9.2
W03C9.5	W03C9.5
W03C9.6	W03C9.6
W03C9.8	W03C9.8
W03G11.2	W03G11.2
W03G11.3	W03G11.3
W03G11.4	W03G11.4
cacn-1	cacn-1
W04A4.3	W04A4.3
ints-4	ints-4
W04A4.6	W04A4.6
W04A8.1	W04A8.1
W04A8.6	W04A8.6
W04D2.4	W04D2.4
rbm-25	rbm-25
lpr-6	lpr-6
lpr-5	lpr-5
lpr-4	lpr-4
W04G3.5	W04G3.5
sulp-7	sulp-7
lpr-3	lpr-3
W05B2.2	W05B2.2
dhc-4	dhc-4
W05B5.1	W05B5.1
npr-14	npr-14
ccch-3	ccch-3
W05B10.4	W05B10.4
W05E10.1	W05E10.1
W05E10.2	W05E10.2
W05E10.5	W05E10.5
pitr-6	pitr-6
W05H12.1	W05H12.1
W06A7.2	W06A7.2
nmat-1	nmat-1
spe-46	spe-46
prmt-7	prmt-7
W06D11.2	W06D11.2
cutl-4	cutl-4
W06F12.2	W06F12.2
W06F12.3	W06F12.3
ctps-1	ctps-1
ztf-6	ztf-6
ipla-3	ipla-3
W07A12.4	W07A12.4
W07A12.8	W07A12.8
W07E11.1	W07E11.1
zip-3	zip-3
rpi-1	rpi-1
W07G1.7	W07G1.7
W07G4.3	W07G4.3
W07G4.5	W07G4.5
dct-15	dct-15
catp-6	catp-6
mtr-4	mtr-4
W08E3.2	W08E3.2
ola-1	ola-1
W08E3.4	W08E3.4
W08G11.3	W08G11.3
pptr-1	pptr-1
W09C5.1	W09C5.1
dkf-1	dkf-1
W09C5.7	W09C5.7
cox-4	cox-4
W09D6.5	W09D6.5
W09D10.1	W09D10.1
tat-3	tat-3
mrpl-12	mrpl-12
W09D10.4	W09D10.4
W09D10.5	W09D10.5
zmp-4	zmp-4
W09G3.1	W09G3.1
maea-1	maea-1
W09G3.6	W09G3.6
W09G3.7	W09G3.7
W09G3.8	W09G3.8
W09H1.1	W09H1.1
mecr-1	mecr-1
Y1A5A.1	Y1A5A.1
ttr-16	ttr-16
Y5F2A.4	Y5F2A.4
agef-1	agef-1
Y6B3B.4	Y6B3B.4
gpap-1	gpap-1
Y6B3B.7	Y6B3B.7
Y6B3B.9	Y6B3B.9
hsd-1	hsd-1
Y6D1A.2	Y6D1A.2
irld-57	irld-57
Y7A5A.1	Y7A5A.1
Y7A9A.1	Y7A9A.1
Y7A9D.1	Y7A9D.1
Y9C2UA.1	Y9C2UA.1
Y10G11A.1	Y10G11A.1
Y11D7A.3	Y11D7A.3
Y11D7A.5	Y11D7A.5
Y11D7A.8	Y11D7A.8
Y11D7A.9	Y11D7A.9
nmy-3	nmy-3
Y12A6A.1	Y12A6A.1
nlp-53	nlp-53
glb-28	glb-28
Y15E3A.3	Y15E3A.3
Y15E3A.5	Y15E3A.5
Y16B4A.2	Y16B4A.2
Y17D7B.2	Y17D7B.2
acbp-6	acbp-6
ash-2	ash-2
Y17G7B.3	Y17G7B.3
dhps-1	dhps-1
glb-29	glb-29
nadk-2	nadk-2
Y17G7B.12	Y17G7B.12
ippk-1	ippk-1
Y17G7B.17	Y17G7B.17
Y17G7B.18	Y17G7B.18
Y17G7B.20	Y17G7B.20
Y17G7B.21	Y17G7B.21
attf-6	attf-6
Y18D10A.2	Y18D10A.2
Y18D10A.3	Y18D10A.3
mxt-1	mxt-1
Y18D10A.9	Y18D10A.9
coa-5	coa-5
car-1	car-1
Y18D10A.23	Y18D10A.23
nhr-232	nhr-232
ragc-1	ragc-1
ekl-5	ekl-5
Y26E6A.2	Y26E6A.2
Y26E6A.3	Y26E6A.3
Y32B12B.2	Y32B12B.2
set-22	set-22
Y32F6A.4	Y32F6A.4
Y32F6A.5	Y32F6A.5
Y32F6B.1	Y32F6B.1
crp-1	crp-1
Y37A1A.2	Y37A1A.2
Y37A1A.3	Y37A1A.3
Y37A1B.5	Y37A1B.5
Y37A1B.7	Y37A1B.7
nkcc-1	nkcc-1
Y37D8A.2	Y37D8A.2
Y37D8A.3	Y37D8A.3
Y37D8A.4	Y37D8A.4
Y37D8A.6	Y37D8A.6
spcs-2	spcs-2
cox-5A	cox-5A
npp-25	npp-25
mrps-10	mrps-10
Y37D8A.19	Y37D8A.19
rbm-7	rbm-7
epg-3	epg-3
Y37D8A.25	Y37D8A.25
Y37H9A.1	Y37H9A.1
Y37H9A.3	Y37H9A.3
Y38E10A.17	Y38E10A.17
Y38E10A.22	Y38E10A.22
Y38E10A.24	Y38E10A.24
Y38F1A.1	Y38F1A.1
Y38F1A.2	Y38F1A.2
hphd-1	hphd-1
Y38F1A.7	Y38F1A.7
Y38F1A.8	Y38F1A.8
Y38H6A.1	Y38H6A.1
Y38H6A.3	Y38H6A.3
dct-16	dct-16
famh-161	famh-161
Y38H6C.16	Y38H6C.16
Y38H6C.20	Y38H6C.20
Y38H8A.1	Y38H8A.1
Y38H8A.2	Y38H8A.2
fezf-1	fezf-1
epg-6	epg-6
Y39A1A.2	Y39A1A.2
Y39A1A.3	Y39A1A.3
rabx-5	rabx-5
mrpl-22	mrpl-22
lron-10	lron-10
swt-4	swt-4
Y39A1A.9	Y39A1A.9
orc-1	orc-1
orc-4	orc-4
Y39A1A.14	Y39A1A.14
Y39A1A.22	Y39A1A.22
Y39A1A.24	Y39A1A.24
Y39A1C.1	Y39A1C.1
hex-3	hex-3
pph-5	pph-5
Y39B6A.3	Y39B6A.3
Y39B6A.5	Y39B6A.5
Y39B6A.7	Y39B6A.7
Y39B6A.8	Y39B6A.8
Y39B6A.9	Y39B6A.9
Y39B6A.10	Y39B6A.10
dyf-17	dyf-17
bed-1	bed-1
Y39B6A.13	Y39B6A.13
pro-3	pro-3
zhp-4	zhp-4
Y39B6A.25	Y39B6A.25
Y39B6A.29	Y39B6A.29
Y39B6A.33	Y39B6A.33
Y39B6A.34	Y39B6A.34
gtf-2F2	gtf-2F2
Y39B6A.37	Y39B6A.37
reps-1	reps-1
mrps-35	mrps-35
sws-1	sws-1
Y39B6A.43	Y39B6A.43
ztf-20	ztf-20
mlt-3	mlt-3
ttm-1	ttm-1
abce-1	abce-1
Y39E4B.5	Y39E4B.5
Y39E4B.6	Y39E4B.6
dhhc-8	dhhc-8
Y39E4B.10	Y39E4B.10
Y39E4B.11	Y39E4B.11
Y39G8B.1	Y39G8B.1
Y39G8B.2	Y39G8B.2
Y39G8B.9	Y39G8B.9
xrn-1	xrn-1
Y40B1A.1	Y40B1A.1
Y40B1A.3	Y40B1A.3
sptf-3	sptf-3
eif-3.J	eif-3.J
Y40B1B.7	Y40B1B.7
slc-25A46	slc-25A46
Y40H4A.2	Y40H4A.2
Y40H7A.4	Y40H7A.4
Y41C4A.7	Y41C4A.7
Y41C4A.8	Y41C4A.8
Y41C4A.9	Y41C4A.9
Y41C4A.11	Y41C4A.11
Y41C4A.12	Y41C4A.12
sup-1	sup-1
Y41C4A.18	Y41C4A.18
Y41E3.1	Y41E3.1
atln-2	atln-2
Y41E3.7	Y41E3.7
Y41E3.8	Y41E3.8
fcd-2	fcd-2
hrpu-1	hrpu-1
srt-49	srt-49
Y42A5A.1	Y42A5A.1
lact-8	lact-8
Y42A5A.3	Y42A5A.3
cdkl-1	cdkl-1
Y42A5A.5	Y42A5A.5
Y43C5A.4	Y43C5A.4
Y43C5B.3	Y43C5B.3
Y43D4A.5	Y43D4A.5
Y43E12A.2	Y43E12A.2
Y43F4A.1	Y43F4A.1
set-25	set-25
Y43F4B.5	Y43F4B.5
Y43F4B.7	Y43F4B.7
Y43F4B.9	Y43F4B.9
Y43F4B.10	Y43F4B.10
Y43F8A.2	Y43F8A.2
Y43F8A.5	Y43F8A.5
Y43F8B.2	Y43F8B.2
Y43F8B.3	Y43F8B.3
phy-4	phy-4
Y43F8B.11	Y43F8B.11
Y43F8C.3	Y43F8C.3
dyf-19	dyf-19
Y43F8C.6	Y43F8C.6
Y43F8C.7	Y43F8C.7
mrps-28	mrps-28
dmd-3	dmd-3
Y43F8C.13	Y43F8C.13
ani-3	ani-3
ttr-13	ttr-13
Y44A6C.1	Y44A6C.1
Y44A6D.2	Y44A6D.2
Y44A6D.3	Y44A6D.3
Y44A6D.5	Y44A6D.5
Y44A6D.6	Y44A6D.6
pbo-5	pbo-5
Y44F5A.1	Y44F5A.1
Y45F3A.1	Y45F3A.1
acdh-11	acdh-11
Y45F3A.4	Y45F3A.4
Y45F3A.8	Y45F3A.8
Y45F3A.9	Y45F3A.9
seld-1	seld-1
tbc-9	tbc-9
Y45F10A.7	Y45F10A.7
Y45F10B.13	Y45F10B.13
Y45F10D.2	Y45F10D.2
iscu-1	iscu-1
Y45F10D.7	Y45F10D.7
sas-6	sas-6
lact-9	lact-9
Y45F10D.14	Y45F10D.14
Y45F10D.15	Y45F10D.15
tbc-17	tbc-17
cox-10	cox-10
snrp-200	snrp-200
pisy-1	pisy-1
cnp-2	cnp-2
vps-2	vps-2
cpt-1	cpt-1
Y46G5A.18	Y46G5A.18
spds-1	spds-1
acl-7	acl-7
Y46G5A.22	Y46G5A.22
lgc-35	lgc-35
Y46G5A.29	Y46G5A.29
alkb-7	alkb-7
Y46G5A.36	Y46G5A.36
wht-8	wht-8
Y47D3A.14	Y47D3A.14
aakb-2	aakb-2
rsks-1	rsks-1
obr-1	obr-1
Y47D3A.20	Y47D3A.20
Y47D3A.21	Y47D3A.21
mib-1	mib-1
gly-9	gly-9
mcm-10	mcm-10
pola-1	pola-1
Y47D3A.32	Y47D3A.32
subs-4	subs-4
Y47D3B.3	Y47D3B.3
Y47D3B.4	Y47D3B.4
Y47D3B.6	Y47D3B.6
bed-2	bed-2
dhhc-2	dhhc-2
eif-2Bbeta	eif-2Bbeta
Y47H9C.8	Y47H9C.8
dmsr-5	dmsr-5
Y48A6B.3	Y48A6B.3
exos-1	exos-1
kvs-4	kvs-4
Y48A6B.7	Y48A6B.7
Y48A6B.9	Y48A6B.9
rsa-2	rsa-2
spat-2	spat-2
Y48A6C.4	Y48A6C.4
Y48B6A.1	Y48B6A.1
efhd-1	efhd-1
jmjd-2	jmjd-2
men-1	men-1
Y48B6A.13	Y48B6A.13
Y48C3A.3	Y48C3A.3
ztf-22	ztf-22
sam-10	sam-10
mrpl-20	mrpl-20
dmsr-3	dmsr-3
Y48C3A.12	Y48C3A.12
Y48C3A.14	Y48C3A.14
Y48C3A.18	Y48C3A.18
Y48C3A.20	Y48C3A.20
rpoa-1	rpoa-1
ddl-2	ddl-2
noa-1	noa-1
Y48E1B.3	Y48E1B.3
mrpl-37	mrpl-37
lin-38	lin-38
clec-146	clec-146
fbxc-23	fbxc-23
snx-14	snx-14
Y48E1C.1	Y48E1C.1
Y48E1C.2	Y48E1C.2
Y48E1C.4	Y48E1C.4
Y48G10A.3	Y48G10A.3
ints-8	ints-8
Y48G10A.6	Y48G10A.6
cept-2	cept-2
vha-13	vha-13
Y49A3A.3	Y49A3A.3
Y49A3A.4	Y49A3A.4
efhc-1	efhc-1
glrx-5	glrx-5
Y49E10.4	Y49E10.4
Y49E10.10	Y49E10.10
tat-1	tat-1
ani-1	ani-1
scav-3	scav-3
Y49E10.21	Y49E10.21
pstk-1	pstk-1
cccp-1	cccp-1
arrd-16	arrd-16
Y50E8A.1	Y50E8A.1
Y50E8A.5	Y50E8A.5
lipl-8	lipl-8
