	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	int_term_x_neg_one	neg.log.p.adj	is.sig	int_term_abs	int.direction
568	C50E3.5	242.268829754167	1.44856099773203	0.322570561398083	24.4100884644677	5.00514471147312E-06	1.96462938308116E-05	-1.44856099773203	4.70671936491381	TRUE	1.44856099773203	negative
569	C30G12.6	423.348514342757	1.44818532154194	0.413862168194959	70.5478112021634	4.79443507912885E-16	1.06071923196925E-14	-1.44818532154194	13.9743995568555	TRUE	1.44818532154194	negative
571	mek-1	538.851957672885	1.44446812240356	0.253267494530319	45.5219500651052	1.30326922662647E-10	1.27214283306438E-09	-1.44446812240356	8.8954641244351	TRUE	1.44446812240356	negative
573	ska-3	275.532317709446	1.44234859683341	0.264726098341487	45.6845642822944	1.20149761213992E-10	1.18359120798476E-09	-1.44234859683341	8.92679826954882	TRUE	1.44234859683341	negative
574	fsn-1	444.367704869107	1.44110611311571	0.316662340381676	29.3069147925012	4.32597805502278E-07	2.13468078401769E-06	-1.44110611311571	5.67066705932966	TRUE	1.44110611311571	negative
575	tpxl-1	1095.66757688047	1.44089005375476	0.558884462587782	8.18597308734559	0.016689315684568	0.027011667525748	-1.44089005375476	1.56844860445095	TRUE	1.44089005375476	negative
576	hsf-1	748.208546532386	1.43871617540274	0.282811946344748	28.5099899781417	6.4436855183886E-07	3.08444275953979E-06	-1.43871617540274	5.51082328489372	TRUE	1.43871617540274	negative
577	C47E8.4	336.349426169448	1.43794363459922	0.274284286564758	30.6949901859561	2.16106370820345E-07	1.14501089497489E-06	-1.43794363459922	5.94119038091801	TRUE	1.43794363459922	negative
578	ssup-72	122.089108957829	1.43770092106891	0.313299800932446	23.3298637460174	8.58982776328812E-06	3.18823299584277E-05	-1.43770092106891	4.49644994790601	TRUE	1.43770092106891	negative
579	C09G9.1	613.686838188337	1.43722751729055	0.180562318965804	75.2343155128975	4.60337083084423E-17	1.14103923279352E-15	-1.43722751729055	14.9426994228098	TRUE	1.43722751729055	negative
580	hsr-9	2571.25534028277	1.43682173970995	0.346113590881355	18.0892624397358	0.000118022978445	0.00033380614189	-1.43682173970995	3.47650567675085	TRUE	1.43682173970995	negative
581	W01A8.2	34.6641117555743	1.43669499267951	0.35486590050758	39.9618331734438	2.10086517971368E-09	1.64685683340952E-08	-1.43669499267951	7.7833441538131	TRUE	1.43669499267951	negative
582	F33H1.3	426.346304645586	1.43644077048158	0.308417617683407	21.9104499380847	1.74665144673909E-05	6.06457318147929E-05	-1.43644077048158	4.21719975892784	TRUE	1.43644077048158	negative
583	rad-50	1105.96633260745	1.43638159875285	0.35012300307869	17.7146011824995	0.000142338776571	0.000394861041326	-1.43638159875285	3.40355571349513	TRUE	1.43638159875285	negative
584	ztf-9	91.1761463915351	1.43634326324786	0.291141429239575	25.7855015646231	2.51622503308829E-06	1.06707871898255E-05	-1.43634326324786	4.97180354125153	TRUE	1.43634326324786	negative
585	mans-4	232.535454688369	1.43318640211544	0.341446922936159	17.7192657849467	0.000142007186502	0.000394145399965	-1.43318640211544	3.40434353768279	TRUE	1.43318640211544	negative
