wbid,term,found
WBGene00016136,epithelial system WBbt:0005730,1.0
WBGene00009041,epithelial system WBbt:0005730,1.0
WBGene00017755,epithelial system WBbt:0005730,1.0
WBGene00008875,epithelial system WBbt:0005730,1.0
WBGene00003657,epithelial system WBbt:0005730,1.0
WBGene00020281,epithelial system WBbt:0005730,1.0
WBGene00004219,epithelial system WBbt:0005730,1.0
WBGene00018976,epithelial system WBbt:0005730,1.0
WBGene00004281,epithelial system WBbt:0005730,1.0
WBGene00015231,epithelial system WBbt:0005730,1.0
WBGene00001069,epithelial system WBbt:0005730,1.0
WBGene00001721,epithelial system WBbt:0005730,1.0
WBGene00000853,epithelial system WBbt:0005730,1.0
WBGene00008150,epithelial system WBbt:0005730,1.0
WBGene00019376,epithelial system WBbt:0005730,1.0
WBGene00001626,epithelial system WBbt:0005730,1.0
WBGene00012757,epithelial system WBbt:0005730,1.0
WBGene00003029,epithelial system WBbt:0005730,1.0
WBGene00008128,epithelial system WBbt:0005730,1.0
WBGene00010033,epithelial system WBbt:0005730,1.0
WBGene00018547,epithelial system WBbt:0005730,1.0
WBGene00016069,epithelial system WBbt:0005730,1.0
WBGene00044135,epithelial system WBbt:0005730,1.0
WBGene00008861,epithelial system WBbt:0005730,1.0
WBGene00044530,epithelial system WBbt:0005730,1.0
WBGene00019570,epithelial system WBbt:0005730,1.0
WBGene00006424,epithelial system WBbt:0005730,1.0
WBGene00003057,epithelial system WBbt:0005730,1.0
WBGene00008655,epithelial system WBbt:0005730,1.0
WBGene00004224,epithelial system WBbt:0005730,1.0
WBGene00019906,epithelial system WBbt:0005730,1.0
WBGene00022103,epithelial system WBbt:0005730,1.0
WBGene00016329,epithelial system WBbt:0005730,1.0
WBGene00005017,epithelial system WBbt:0005730,1.0
WBGene00000930,epithelial system WBbt:0005730,1.0
WBGene00015781,epithelial system WBbt:0005730,1.0
WBGene00004223,epithelial system WBbt:0005730,1.0
WBGene00001701,epithelial system WBbt:0005730,1.0
WBGene00020728,epithelial system WBbt:0005730,1.0
WBGene00013166,epithelial system WBbt:0005730,1.0
WBGene00019782,epithelial system WBbt:0005730,1.0
WBGene00022577,epithelial system WBbt:0005730,1.0
WBGene00010423,epithelial system WBbt:0005730,1.0
WBGene00001976,epithelial system WBbt:0005730,1.0
WBGene00008496,epithelial system WBbt:0005730,1.0
WBGene00000969,epithelial system WBbt:0005730,1.0
WBGene00015952,epithelial system WBbt:0005730,1.0
WBGene00019979,epithelial system WBbt:0005730,1.0
WBGene00007479,epithelial system WBbt:0005730,1.0
WBGene00022612,epithelial system WBbt:0005730,1.0
WBGene00004011,epithelial system WBbt:0005730,1.0
WBGene00022033,epithelial system WBbt:0005730,1.0
WBGene00010319,epithelial system WBbt:0005730,1.0
WBGene00011437,epithelial system WBbt:0005730,1.0
WBGene00019764,epithelial system WBbt:0005730,1.0
WBGene00018572,epithelial system WBbt:0005730,1.0
WBGene00003888,epithelial system WBbt:0005730,1.0
WBGene00018969,epithelial system WBbt:0005730,1.0
WBGene00013130,epithelial system WBbt:0005730,1.0
WBGene00009355,epithelial system WBbt:0005730,1.0
WBGene00000429,epithelial system WBbt:0005730,1.0
WBGene00012811,epithelial system WBbt:0005730,1.0
WBGene00001076,epithelial system WBbt:0005730,1.0
WBGene00003525,epithelial system WBbt:0005730,1.0
WBGene00004133,epithelial system WBbt:0005730,1.0
WBGene00020560,epithelial system WBbt:0005730,1.0
WBGene00021532,epithelial system WBbt:0005730,1.0
WBGene00006522,epithelial system WBbt:0005730,1.0
WBGene00008851,epithelial system WBbt:0005730,1.0
WBGene00019198,epithelial system WBbt:0005730,1.0
WBGene00013263,epithelial system WBbt:0005730,1.0
WBGene00007170,epithelial system WBbt:0005730,1.0
WBGene00011530,epithelial system WBbt:0005730,1.0
WBGene00016805,epithelial system WBbt:0005730,1.0
WBGene00012938,epithelial system WBbt:0005730,1.0
WBGene00012261,epithelial system WBbt:0005730,1.0
WBGene00017400,epithelial system WBbt:0005730,1.0
WBGene00019272,epithelial system WBbt:0005730,1.0
WBGene00018412,epithelial system WBbt:0005730,1.0
WBGene00001724,epithelial system WBbt:0005730,1.0
WBGene00001064,epithelial system WBbt:0005730,1.0
WBGene00004397,epithelial system WBbt:0005730,1.0
WBGene00019285,epithelial system WBbt:0005730,1.0
WBGene00011075,epithelial system WBbt:0005730,1.0
WBGene00004998,epithelial system WBbt:0005730,1.0
WBGene00003939,epithelial system WBbt:0005730,1.0
WBGene00001429,epithelial system WBbt:0005730,1.0
WBGene00013457,epithelial system WBbt:0005730,1.0
WBGene00011594,epithelial system WBbt:0005730,1.0
WBGene00007420,epithelial system WBbt:0005730,1.0
WBGene00023416,epithelial system WBbt:0005730,1.0
WBGene00007260,epithelial system WBbt:0005730,1.0
WBGene00007174,epithelial system WBbt:0005730,1.0
WBGene00023414,epithelial system WBbt:0005730,1.0
WBGene00044796,epithelial system WBbt:0005730,1.0
WBGene00020800,epithelial system WBbt:0005730,1.0
WBGene00017560,epithelial system WBbt:0005730,1.0
WBGene00013352,epithelial system WBbt:0005730,1.0
WBGene00019520,epithelial system WBbt:0005730,1.0
WBGene00007861,epithelial system WBbt:0005730,1.0
WBGene00001434,epithelial system WBbt:0005730,1.0
WBGene00001711,epithelial system WBbt:0005730,1.0
WBGene00007552,epithelial system WBbt:0005730,1.0
WBGene00000702,epithelial system WBbt:0005730,1.0
WBGene00011018,epithelial system WBbt:0005730,1.0
WBGene00009438,epithelial system WBbt:0005730,1.0
WBGene00007324,epithelial system WBbt:0005730,1.0
WBGene00009205,epithelial system WBbt:0005730,1.0
WBGene00016132,epithelial system WBbt:0005730,1.0
WBGene00018215,epithelial system WBbt:0005730,1.0
WBGene00002393,epithelial system WBbt:0005730,1.0
WBGene00020250,epithelial system WBbt:0005730,1.0
WBGene00009653,epithelial system WBbt:0005730,1.0
WBGene00013173,epithelial system WBbt:0005730,1.0
WBGene00003523,epithelial system WBbt:0005730,1.0
WBGene00000928,epithelial system WBbt:0005730,1.0
WBGene00009818,epithelial system WBbt:0005730,1.0
WBGene00017420,epithelial system WBbt:0005730,1.0
WBGene00003886,URX WBbt:0006846,1.0
WBGene00000037,URX WBbt:0006846,1.0
WBGene00011261,URX WBbt:0006846,1.0
WBGene00001556,URX WBbt:0006846,1.0
WBGene00003966,URX WBbt:0006846,1.0
WBGene00001400,URX WBbt:0006846,1.0
WBGene00006526,URX WBbt:0006846,1.0
WBGene00020490,URX WBbt:0006846,1.0
WBGene00010898,URX WBbt:0006846,1.0
WBGene00001677,nociceptor neuron WBbt:0008434,1.0
WBGene00003886,nociceptor neuron WBbt:0008434,1.0
WBGene00019641,nociceptor neuron WBbt:0008434,1.0
WBGene00000485,nociceptor neuron WBbt:0008434,1.0
WBGene00010138,nociceptor neuron WBbt:0008434,1.0
WBGene00011261,nociceptor neuron WBbt:0008434,1.0
WBGene00001075,nociceptor neuron WBbt:0008434,1.0
WBGene00003808,nociceptor neuron WBbt:0008434,1.0
WBGene00007490,nociceptor neuron WBbt:0008434,1.0
WBGene00001676,nociceptor neuron WBbt:0008434,1.0
WBGene00001135,nociceptor neuron WBbt:0008434,1.0
WBGene00016397,nociceptor neuron WBbt:0008434,1.0
WBGene00003889,nociceptor neuron WBbt:0008434,1.0
WBGene00001673,nociceptor neuron WBbt:0008434,1.0
WBGene00018727,nociceptor neuron WBbt:0008434,1.0
WBGene00020490,nociceptor neuron WBbt:0008434,1.0
WBGene00010898,nociceptor neuron WBbt:0008434,1.0
WBGene00001668,nociceptor neuron WBbt:0008434,1.0
WBGene00000953,touch receptor neuron WBbt:0005237,1.0
WBGene00044463,touch receptor neuron WBbt:0005237,1.0
WBGene00012917,touch receptor neuron WBbt:0005237,1.0
WBGene00138711,touch receptor neuron WBbt:0005237,1.0
WBGene00019299,touch receptor neuron WBbt:0005237,1.0
WBGene00000705,touch receptor neuron WBbt:0005237,1.0
WBGene00016448,touch receptor neuron WBbt:0005237,1.0
WBGene00008168,touch receptor neuron WBbt:0005237,1.0
WBGene00008226,touch receptor neuron WBbt:0005237,1.0
WBGene00019154,touch receptor neuron WBbt:0005237,1.0
WBGene00001714,touch receptor neuron WBbt:0005237,1.0
WBGene00001723,touch receptor neuron WBbt:0005237,1.0
WBGene00009503,touch receptor neuron WBbt:0005237,1.0
WBGene00010345,touch receptor neuron WBbt:0005237,1.0
WBGene00044631,touch receptor neuron WBbt:0005237,1.0
WBGene00001612,touch receptor neuron WBbt:0005237,1.0
WBGene00011383,touch receptor neuron WBbt:0005237,1.0
WBGene00010642,touch receptor neuron WBbt:0005237,1.0
WBGene00009625,touch receptor neuron WBbt:0005237,1.0
WBGene00044024,touch receptor neuron WBbt:0005237,1.0
WBGene00017429,touch receptor neuron WBbt:0005237,1.0
WBGene00016319,touch receptor neuron WBbt:0005237,1.0
WBGene00022591,touch receptor neuron WBbt:0005237,1.0
WBGene00022680,touch receptor neuron WBbt:0005237,1.0
WBGene00022283,touch receptor neuron WBbt:0005237,1.0
WBGene00008963,touch receptor neuron WBbt:0005237,1.0
WBGene00001210,touch receptor neuron WBbt:0005237,1.0
WBGene00022517,touch receptor neuron WBbt:0005237,1.0
WBGene00008448,touch receptor neuron WBbt:0005237,1.0
WBGene00010138,touch receptor neuron WBbt:0005237,1.0
WBGene00007494,touch receptor neuron WBbt:0005237,1.0
WBGene00022415,touch receptor neuron WBbt:0005237,1.0
WBGene00021389,touch receptor neuron WBbt:0005237,1.0
WBGene00018924,touch receptor neuron WBbt:0005237,1.0
WBGene00010267,touch receptor neuron WBbt:0005237,1.0
WBGene00019759,touch receptor neuron WBbt:0005237,1.0
WBGene00005016,touch receptor neuron WBbt:0005237,1.0
WBGene00007776,touch receptor neuron WBbt:0005237,1.0
WBGene00001989,touch receptor neuron WBbt:0005237,1.0
WBGene00220261,touch receptor neuron WBbt:0005237,1.0
WBGene00001619,touch receptor neuron WBbt:0005237,1.0
WBGene00044445,touch receptor neuron WBbt:0005237,1.0
WBGene00012396,touch receptor neuron WBbt:0005237,1.0
WBGene00018256,touch receptor neuron WBbt:0005237,1.0
WBGene00013960,touch receptor neuron WBbt:0005237,1.0
WBGene00044662,touch receptor neuron WBbt:0005237,1.0
WBGene00015531,touch receptor neuron WBbt:0005237,1.0
WBGene00008222,touch receptor neuron WBbt:0005237,1.0
WBGene00004992,touch receptor neuron WBbt:0005237,1.0
WBGene00013592,touch receptor neuron WBbt:0005237,1.0
WBGene00009816,touch receptor neuron WBbt:0005237,1.0
WBGene00012304,touch receptor neuron WBbt:0005237,1.0
WBGene00017991,touch receptor neuron WBbt:0005237,1.0
WBGene00012796,touch receptor neuron WBbt:0005237,1.0
WBGene00007264,touch receptor neuron WBbt:0005237,1.0
WBGene00017835,touch receptor neuron WBbt:0005237,1.0
WBGene00013891,touch receptor neuron WBbt:0005237,1.0
WBGene00019293,touch receptor neuron WBbt:0005237,1.0
WBGene00022465,touch receptor neuron WBbt:0005237,1.0
WBGene00000747,touch receptor neuron WBbt:0005237,1.0
WBGene00006952,touch receptor neuron WBbt:0005237,1.0
WBGene00017307,touch receptor neuron WBbt:0005237,1.0
WBGene00007996,touch receptor neuron WBbt:0005237,1.0
WBGene00016962,touch receptor neuron WBbt:0005237,1.0
WBGene00012429,touch receptor neuron WBbt:0005237,1.0
WBGene00020743,touch receptor neuron WBbt:0005237,1.0
WBGene00018472,touch receptor neuron WBbt:0005237,1.0
WBGene00077697,touch receptor neuron WBbt:0005237,1.0
WBGene00006960,touch receptor neuron WBbt:0005237,1.0
WBGene00001135,touch receptor neuron WBbt:0005237,1.0
WBGene00022024,touch receptor neuron WBbt:0005237,1.0
WBGene00018133,touch receptor neuron WBbt:0005237,1.0
WBGene00008033,touch receptor neuron WBbt:0005237,1.0
WBGene00020194,touch receptor neuron WBbt:0005237,1.0
WBGene00018562,touch receptor neuron WBbt:0005237,1.0
WBGene00001716,touch receptor neuron WBbt:0005237,1.0
WBGene00017998,touch receptor neuron WBbt:0005237,1.0
WBGene00044297,touch receptor neuron WBbt:0005237,1.0
WBGene00020626,touch receptor neuron WBbt:0005237,1.0
WBGene00001547,touch receptor neuron WBbt:0005237,1.0
WBGene00006948,touch receptor neuron WBbt:0005237,1.0
WBGene00013852,touch receptor neuron WBbt:0005237,1.0
WBGene00021095,touch receptor neuron WBbt:0005237,1.0
WBGene00000778,touch receptor neuron WBbt:0005237,1.0
WBGene00019148,touch receptor neuron WBbt:0005237,1.0
WBGene00004719,touch receptor neuron WBbt:0005237,1.0
WBGene00013385,touch receptor neuron WBbt:0005237,1.0
WBGene00012540,touch receptor neuron WBbt:0005237,1.0
WBGene00010222,touch receptor neuron WBbt:0005237,1.0
WBGene00000280,touch receptor neuron WBbt:0005237,1.0
WBGene00004219,touch receptor neuron WBbt:0005237,1.0
WBGene00006761,touch receptor neuron WBbt:0005237,1.0
WBGene00006544,touch receptor neuron WBbt:0005237,1.0
WBGene00004017,touch receptor neuron WBbt:0005237,1.0
WBGene00012757,touch receptor neuron WBbt:0005237,1.0
WBGene00003029,touch receptor neuron WBbt:0005237,1.0
WBGene00010033,touch receptor neuron WBbt:0005237,1.0
WBGene00016069,touch receptor neuron WBbt:0005237,1.0
WBGene00008861,touch receptor neuron WBbt:0005237,1.0
WBGene00044530,touch receptor neuron WBbt:0005237,1.0
WBGene00003057,touch receptor neuron WBbt:0005237,1.0
WBGene00008655,touch receptor neuron WBbt:0005237,1.0
WBGene00018115,touch receptor neuron WBbt:0005237,1.0
WBGene00004224,touch receptor neuron WBbt:0005237,1.0
WBGene00019906,touch receptor neuron WBbt:0005237,1.0
WBGene00010205,touch receptor neuron WBbt:0005237,1.0
WBGene00008509,touch receptor neuron WBbt:0005237,1.0
WBGene00019404,touch receptor neuron WBbt:0005237,1.0
WBGene00011121,touch receptor neuron WBbt:0005237,1.0
WBGene00011238,touch receptor neuron WBbt:0005237,1.0
WBGene00017296,touch receptor neuron WBbt:0005237,1.0
WBGene00022409,touch receptor neuron WBbt:0005237,1.0
WBGene00014008,touch receptor neuron WBbt:0005237,1.0
WBGene00010423,touch receptor neuron WBbt:0005237,1.0
WBGene00001976,touch receptor neuron WBbt:0005237,1.0
WBGene00000969,touch receptor neuron WBbt:0005237,1.0
WBGene00014065,touch receptor neuron WBbt:0005237,1.0
WBGene00010566,touch receptor neuron WBbt:0005237,1.0
WBGene00011437,touch receptor neuron WBbt:0005237,1.0
WBGene00010032,touch receptor neuron WBbt:0005237,1.0
WBGene00018572,touch receptor neuron WBbt:0005237,1.0
WBGene00003525,touch receptor neuron WBbt:0005237,1.0
WBGene00012165,touch receptor neuron WBbt:0005237,1.0
WBGene00004133,touch receptor neuron WBbt:0005237,1.0
WBGene00021532,touch receptor neuron WBbt:0005237,1.0
WBGene00011442,touch receptor neuron WBbt:0005237,1.0
WBGene00013263,touch receptor neuron WBbt:0005237,1.0
WBGene00020712,touch receptor neuron WBbt:0005237,1.0
WBGene00000062,touch receptor neuron WBbt:0005237,1.0
WBGene00020490,touch receptor neuron WBbt:0005237,1.0
WBGene00004397,touch receptor neuron WBbt:0005237,1.0
WBGene00016817,touch receptor neuron WBbt:0005237,1.0
WBGene00016259,touch receptor neuron WBbt:0005237,1.0
WBGene00023416,touch receptor neuron WBbt:0005237,1.0
WBGene00019839,touch receptor neuron WBbt:0005237,1.0
WBGene00007174,touch receptor neuron WBbt:0005237,1.0
WBGene00023414,touch receptor neuron WBbt:0005237,1.0
WBGene00006633,touch receptor neuron WBbt:0005237,1.0
WBGene00003629,touch receptor neuron WBbt:0005237,1.0
WBGene00007366,touch receptor neuron WBbt:0005237,1.0
WBGene00004398,touch receptor neuron WBbt:0005237,1.0
WBGene00001711,touch receptor neuron WBbt:0005237,1.0
WBGene00009205,touch receptor neuron WBbt:0005237,1.0
WBGene00017033,touch receptor neuron WBbt:0005237,1.0
WBGene00017645,touch receptor neuron WBbt:0005237,1.0
WBGene00016132,touch receptor neuron WBbt:0005237,1.0
WBGene00010318,touch receptor neuron WBbt:0005237,1.0
WBGene00020250,touch receptor neuron WBbt:0005237,1.0
WBGene00007816,touch receptor neuron WBbt:0005237,1.0
WBGene00000928,touch receptor neuron WBbt:0005237,1.0
WBGene00009818,touch receptor neuron WBbt:0005237,1.0
WBGene00017420,touch receptor neuron WBbt:0005237,1.0
WBGene00003886,outer labial sensillum WBbt:0005501,1.0
WBGene00016422,outer labial sensillum WBbt:0005501,1.0
WBGene00044463,outer labial sensillum WBbt:0005501,1.0
WBGene00018275,outer labial sensillum WBbt:0005501,1.0
WBGene00012917,outer labial sensillum WBbt:0005501,1.0
WBGene00001475,outer labial sensillum WBbt:0005501,1.0
WBGene00021850,outer labial sensillum WBbt:0005501,1.0
WBGene00000399,outer labial sensillum WBbt:0005501,1.0
WBGene00012256,outer labial sensillum WBbt:0005501,1.0
WBGene00007044,outer labial sensillum WBbt:0005501,1.0
WBGene00009512,outer labial sensillum WBbt:0005501,1.0
WBGene00004127,outer labial sensillum WBbt:0005501,1.0
WBGene00001070,outer labial sensillum WBbt:0005501,1.0
WBGene00013970,outer labial sensillum WBbt:0005501,1.0
WBGene00019212,outer labial sensillum WBbt:0005501,1.0
WBGene00016841,outer labial sensillum WBbt:0005501,1.0
