wbid,term,found
WBGene00022611,outer labial sensillum WBbt:0005501,1.0
WBGene00013322,outer labial sensillum WBbt:0005501,1.0
WBGene00011971,outer labial sensillum WBbt:0005501,1.0
WBGene00016448,outer labial sensillum WBbt:0005501,1.0
WBGene00001121,outer labial sensillum WBbt:0005501,1.0
WBGene00008226,outer labial sensillum WBbt:0005501,1.0
WBGene00019154,outer labial sensillum WBbt:0005501,1.0
WBGene00013860,outer labial sensillum WBbt:0005501,1.0
WBGene00011952,outer labial sensillum WBbt:0005501,1.0
WBGene00018640,outer labial sensillum WBbt:0005501,1.0
WBGene00009503,outer labial sensillum WBbt:0005501,1.0
WBGene00009406,outer labial sensillum WBbt:0005501,1.0
WBGene00001072,outer labial sensillum WBbt:0005501,1.0
WBGene00000193,outer labial sensillum WBbt:0005501,1.0
WBGene00011383,outer labial sensillum WBbt:0005501,1.0
WBGene00003841,outer labial sensillum WBbt:0005501,1.0
WBGene00006956,outer labial sensillum WBbt:0005501,1.0
WBGene00010642,outer labial sensillum WBbt:0005501,1.0
WBGene00006620,outer labial sensillum WBbt:0005501,1.0
WBGene00012255,outer labial sensillum WBbt:0005501,1.0
WBGene00044387,outer labial sensillum WBbt:0005501,1.0
WBGene00016319,outer labial sensillum WBbt:0005501,1.0
WBGene00004393,outer labial sensillum WBbt:0005501,1.0
WBGene00000220,outer labial sensillum WBbt:0005501,1.0
WBGene00022680,outer labial sensillum WBbt:0005501,1.0
WBGene00000037,outer labial sensillum WBbt:0005501,1.0
WBGene00008963,outer labial sensillum WBbt:0005501,1.0
WBGene00001210,outer labial sensillum WBbt:0005501,1.0
WBGene00022517,outer labial sensillum WBbt:0005501,1.0
WBGene00010138,outer labial sensillum WBbt:0005501,1.0
WBGene00011261,outer labial sensillum WBbt:0005501,1.0
WBGene00021389,outer labial sensillum WBbt:0005501,1.0
WBGene00001075,outer labial sensillum WBbt:0005501,1.0
WBGene00022180,outer labial sensillum WBbt:0005501,1.0
WBGene00005016,outer labial sensillum WBbt:0005501,1.0
WBGene00009717,outer labial sensillum WBbt:0005501,1.0
WBGene00001989,outer labial sensillum WBbt:0005501,1.0
WBGene00000490,outer labial sensillum WBbt:0005501,1.0
WBGene00000402,outer labial sensillum WBbt:0005501,1.0
WBGene00015531,outer labial sensillum WBbt:0005501,1.0
WBGene00003966,outer labial sensillum WBbt:0005501,1.0
WBGene00007856,outer labial sensillum WBbt:0005501,1.0
WBGene00009304,outer labial sensillum WBbt:0005501,1.0
WBGene00015300,outer labial sensillum WBbt:0005501,1.0
WBGene00009816,outer labial sensillum WBbt:0005501,1.0
WBGene00010349,outer labial sensillum WBbt:0005501,1.0
WBGene00017991,outer labial sensillum WBbt:0005501,1.0
WBGene00012796,outer labial sensillum WBbt:0005501,1.0
WBGene00019021,outer labial sensillum WBbt:0005501,1.0
WBGene00011548,outer labial sensillum WBbt:0005501,1.0
WBGene00003534,outer labial sensillum WBbt:0005501,1.0
WBGene00010573,outer labial sensillum WBbt:0005501,1.0
WBGene00000251,outer labial sensillum WBbt:0005501,1.0
WBGene00003681,outer labial sensillum WBbt:0005501,1.0
WBGene00001117,outer labial sensillum WBbt:0005501,1.0
WBGene00012137,outer labial sensillum WBbt:0005501,1.0
WBGene00016005,outer labial sensillum WBbt:0005501,1.0
WBGene00003808,outer labial sensillum WBbt:0005501,1.0
WBGene00012032,outer labial sensillum WBbt:0005501,1.0
WBGene00017307,outer labial sensillum WBbt:0005501,1.0
WBGene00011473,outer labial sensillum WBbt:0005501,1.0
WBGene00007925,outer labial sensillum WBbt:0005501,1.0
WBGene00001432,outer labial sensillum WBbt:0005501,1.0
WBGene00013812,outer labial sensillum WBbt:0005501,1.0
WBGene00010738,outer labial sensillum WBbt:0005501,1.0
WBGene00012429,outer labial sensillum WBbt:0005501,1.0
WBGene00019855,outer labial sensillum WBbt:0005501,1.0
WBGene00001135,outer labial sensillum WBbt:0005501,1.0
WBGene00022024,outer labial sensillum WBbt:0005501,1.0
WBGene00019863,outer labial sensillum WBbt:0005501,1.0
WBGene00016180,outer labial sensillum WBbt:0005501,1.0
WBGene00008763,outer labial sensillum WBbt:0005501,1.0
WBGene00012257,outer labial sensillum WBbt:0005501,1.0
WBGene00009094,outer labial sensillum WBbt:0005501,1.0
WBGene00016022,outer labial sensillum WBbt:0005501,1.0
WBGene00010673,outer labial sensillum WBbt:0005501,1.0
WBGene00002094,outer labial sensillum WBbt:0005501,1.0
WBGene00017394,outer labial sensillum WBbt:0005501,1.0
WBGene00001716,outer labial sensillum WBbt:0005501,1.0
WBGene00006366,outer labial sensillum WBbt:0005501,1.0
WBGene00017998,outer labial sensillum WBbt:0005501,1.0
WBGene00006947,outer labial sensillum WBbt:0005501,1.0
WBGene00011977,outer labial sensillum WBbt:0005501,1.0
WBGene00006948,outer labial sensillum WBbt:0005501,1.0
WBGene00000484,outer labial sensillum WBbt:0005501,1.0
WBGene00019148,outer labial sensillum WBbt:0005501,1.0
WBGene00004719,outer labial sensillum WBbt:0005501,1.0
WBGene00021529,outer labial sensillum WBbt:0005501,1.0
WBGene00003889,outer labial sensillum WBbt:0005501,1.0
WBGene00012540,outer labial sensillum WBbt:0005501,1.0
WBGene00000241,outer labial sensillum WBbt:0005501,1.0
WBGene00010222,outer labial sensillum WBbt:0005501,1.0
WBGene00000280,outer labial sensillum WBbt:0005501,1.0
WBGene00017755,outer labial sensillum WBbt:0005501,1.0
WBGene00003657,outer labial sensillum WBbt:0005501,1.0
WBGene00004219,outer labial sensillum WBbt:0005501,1.0
WBGene00021245,outer labial sensillum WBbt:0005501,1.0
WBGene00002222,outer labial sensillum WBbt:0005501,1.0
WBGene00011284,outer labial sensillum WBbt:0005501,1.0
WBGene00001071,outer labial sensillum WBbt:0005501,1.0
WBGene00015795,outer labial sensillum WBbt:0005501,1.0
WBGene00006424,outer labial sensillum WBbt:0005501,1.0
WBGene00003057,outer labial sensillum WBbt:0005501,1.0
WBGene00004224,outer labial sensillum WBbt:0005501,1.0
WBGene00022103,outer labial sensillum WBbt:0005501,1.0
WBGene00005017,outer labial sensillum WBbt:0005501,1.0
WBGene00013023,outer labial sensillum WBbt:0005501,1.0
WBGene00017681,outer labial sensillum WBbt:0005501,1.0
WBGene00011238,outer labial sensillum WBbt:0005501,1.0
WBGene00018042,outer labial sensillum WBbt:0005501,1.0
WBGene00020550,outer labial sensillum WBbt:0005501,1.0
WBGene00018727,outer labial sensillum WBbt:0005501,1.0
WBGene00018787,outer labial sensillum WBbt:0005501,1.0
WBGene00001976,outer labial sensillum WBbt:0005501,1.0
WBGene00019979,outer labial sensillum WBbt:0005501,1.0
WBGene00007479,outer labial sensillum WBbt:0005501,1.0
WBGene00010566,outer labial sensillum WBbt:0005501,1.0
WBGene00022816,outer labial sensillum WBbt:0005501,1.0
WBGene00022612,outer labial sensillum WBbt:0005501,1.0
WBGene00022033,outer labial sensillum WBbt:0005501,1.0
WBGene00018572,outer labial sensillum WBbt:0005501,1.0
WBGene00017597,outer labial sensillum WBbt:0005501,1.0
WBGene00003888,outer labial sensillum WBbt:0005501,1.0
WBGene00018969,outer labial sensillum WBbt:0005501,1.0
WBGene00021892,outer labial sensillum WBbt:0005501,1.0
WBGene00004133,outer labial sensillum WBbt:0005501,1.0
WBGene00011442,outer labial sensillum WBbt:0005501,1.0
WBGene00019198,outer labial sensillum WBbt:0005501,1.0
WBGene00017154,outer labial sensillum WBbt:0005501,1.0
WBGene00012261,outer labial sensillum WBbt:0005501,1.0
WBGene00019272,outer labial sensillum WBbt:0005501,1.0
WBGene00012648,outer labial sensillum WBbt:0005501,1.0
WBGene00001064,outer labial sensillum WBbt:0005501,1.0
WBGene00004397,outer labial sensillum WBbt:0005501,1.0
WBGene00010898,outer labial sensillum WBbt:0005501,1.0
WBGene00001429,outer labial sensillum WBbt:0005501,1.0
WBGene00001990,outer labial sensillum WBbt:0005501,1.0
WBGene00011594,outer labial sensillum WBbt:0005501,1.0
WBGene00007260,outer labial sensillum WBbt:0005501,1.0
WBGene00019839,outer labial sensillum WBbt:0005501,1.0
WBGene00012728,outer labial sensillum WBbt:0005501,1.0
WBGene00023414,outer labial sensillum WBbt:0005501,1.0
WBGene00006633,outer labial sensillum WBbt:0005501,1.0
WBGene00017560,outer labial sensillum WBbt:0005501,1.0
WBGene00019520,outer labial sensillum WBbt:0005501,1.0
WBGene00008432,outer labial sensillum WBbt:0005501,1.0
WBGene00009826,outer labial sensillum WBbt:0005501,1.0
WBGene00007552,outer labial sensillum WBbt:0005501,1.0
WBGene00000702,outer labial sensillum WBbt:0005501,1.0
WBGene00022242,outer labial sensillum WBbt:0005501,1.0
WBGene00007324,outer labial sensillum WBbt:0005501,1.0
WBGene00018215,outer labial sensillum WBbt:0005501,1.0
WBGene00015921,outer labial sensillum WBbt:0005501,1.0
WBGene00002393,outer labial sensillum WBbt:0005501,1.0
WBGene00021396,outer labial sensillum WBbt:0005501,1.0
WBGene00020825,outer labial sensillum WBbt:0005501,1.0
WBGene00003523,outer labial sensillum WBbt:0005501,1.0
WBGene00011888,ray WBbt:0006941,1.0
WBGene00019395,ray WBbt:0006941,1.0
WBGene00012116,ray WBbt:0006941,1.0
WBGene00013322,ray WBbt:0006941,1.0
WBGene00016448,ray WBbt:0006941,1.0
WBGene00001121,ray WBbt:0006941,1.0
WBGene00016633,ray WBbt:0006941,1.0
WBGene00000476,ray WBbt:0006941,1.0
WBGene00000193,ray WBbt:0006941,1.0
WBGene00001210,ray WBbt:0006941,1.0
WBGene00011261,ray WBbt:0006941,1.0
WBGene00010349,ray WBbt:0006941,1.0
WBGene00022696,ray WBbt:0006941,1.0
WBGene00012137,ray WBbt:0006941,1.0
WBGene00012826,ray WBbt:0006941,1.0
WBGene00006664,ray WBbt:0006941,1.0
WBGene00016397,ray WBbt:0006941,1.0
WBGene00011523,ray WBbt:0006941,1.0
WBGene00011630,ray WBbt:0006941,1.0
WBGene00000484,ray WBbt:0006941,1.0
WBGene00004719,ray WBbt:0006941,1.0
WBGene00003889,ray WBbt:0006941,1.0
WBGene00000241,ray WBbt:0006941,1.0
WBGene00017755,ray WBbt:0006941,1.0
WBGene00004281,ray WBbt:0006941,1.0
WBGene00018042,ray WBbt:0006941,1.0
WBGene00016165,ray WBbt:0006941,1.0
WBGene00010683,ray WBbt:0006941,1.0
WBGene00012779,ray WBbt:0006941,1.0
WBGene00011442,ray WBbt:0006941,1.0
WBGene00010898,ray WBbt:0006941,1.0
WBGene00017033,ray WBbt:0006941,1.0
WBGene00017421,ray WBbt:0006941,1.0
WBGene00003886,hook sensillum WBbt:0006930,1.0
WBGene00011888,hook sensillum WBbt:0006930,1.0
WBGene00019395,hook sensillum WBbt:0006930,1.0
WBGene00012116,hook sensillum WBbt:0006930,1.0
WBGene00013322,hook sensillum WBbt:0006930,1.0
WBGene00016448,hook sensillum WBbt:0006930,1.0
WBGene00001121,hook sensillum WBbt:0006930,1.0
WBGene00016633,hook sensillum WBbt:0006930,1.0
WBGene00000476,hook sensillum WBbt:0006930,1.0
WBGene00001210,hook sensillum WBbt:0006930,1.0
WBGene00011261,hook sensillum WBbt:0006930,1.0
WBGene00010349,hook sensillum WBbt:0006930,1.0
WBGene00022696,hook sensillum WBbt:0006930,1.0
WBGene00012137,hook sensillum WBbt:0006930,1.0
WBGene00012826,hook sensillum WBbt:0006930,1.0
WBGene00016397,hook sensillum WBbt:0006930,1.0
WBGene00011523,hook sensillum WBbt:0006930,1.0
WBGene00011630,hook sensillum WBbt:0006930,1.0
WBGene00004719,hook sensillum WBbt:0006930,1.0
WBGene00003889,hook sensillum WBbt:0006930,1.0
WBGene00000241,hook sensillum WBbt:0006930,1.0
WBGene00004281,hook sensillum WBbt:0006930,1.0
WBGene00018042,hook sensillum WBbt:0006930,1.0
WBGene00016165,hook sensillum WBbt:0006930,1.0
WBGene00010683,hook sensillum WBbt:0006930,1.0
WBGene00012779,hook sensillum WBbt:0006930,1.0
WBGene00011442,hook sensillum WBbt:0006930,1.0
WBGene00010898,hook sensillum WBbt:0006930,1.0
WBGene00017033,hook sensillum WBbt:0006930,1.0
WBGene00017421,hook sensillum WBbt:0006930,1.0
WBGene00003886,inner labial sensillum WBbt:0005116,1.0
WBGene00011888,inner labial sensillum WBbt:0005116,1.0
WBGene00019395,inner labial sensillum WBbt:0005116,1.0
WBGene00012116,inner labial sensillum WBbt:0005116,1.0
WBGene00013322,inner labial sensillum WBbt:0005116,1.0
WBGene00016448,inner labial sensillum WBbt:0005116,1.0
WBGene00001121,inner labial sensillum WBbt:0005116,1.0
WBGene00016633,inner labial sensillum WBbt:0005116,1.0
WBGene00000476,inner labial sensillum WBbt:0005116,1.0
WBGene00000193,inner labial sensillum WBbt:0005116,1.0
WBGene00010642,inner labial sensillum WBbt:0005116,1.0
WBGene00000037,inner labial sensillum WBbt:0005116,1.0
WBGene00011261,inner labial sensillum WBbt:0005116,1.0
WBGene00001075,inner labial sensillum WBbt:0005116,1.0
WBGene00010349,inner labial sensillum WBbt:0005116,1.0
WBGene00022696,inner labial sensillum WBbt:0005116,1.0
WBGene00001117,inner labial sensillum WBbt:0005116,1.0
WBGene00012137,inner labial sensillum WBbt:0005116,1.0
WBGene00006952,inner labial sensillum WBbt:0005116,1.0
WBGene00012826,inner labial sensillum WBbt:0005116,1.0
WBGene00001135,inner labial sensillum WBbt:0005116,1.0
WBGene00016397,inner labial sensillum WBbt:0005116,1.0
WBGene00002094,inner labial sensillum WBbt:0005116,1.0
WBGene00011523,inner labial sensillum WBbt:0005116,1.0
WBGene00011630,inner labial sensillum WBbt:0005116,1.0
WBGene00000484,inner labial sensillum WBbt:0005116,1.0
WBGene00004719,inner labial sensillum WBbt:0005116,1.0
WBGene00003889,inner labial sensillum WBbt:0005116,1.0
WBGene00000241,inner labial sensillum WBbt:0005116,1.0
WBGene00003657,inner labial sensillum WBbt:0005116,1.0
WBGene00004281,inner labial sensillum WBbt:0005116,1.0
WBGene00002222,inner labial sensillum WBbt:0005116,1.0
WBGene00008128,inner labial sensillum WBbt:0005116,1.0
WBGene00004224,inner labial sensillum WBbt:0005116,1.0
WBGene00018042,inner labial sensillum WBbt:0005116,1.0
WBGene00016165,inner labial sensillum WBbt:0005116,1.0
WBGene00018727,inner labial sensillum WBbt:0005116,1.0
WBGene00010683,inner labial sensillum WBbt:0005116,1.0
WBGene00012779,inner labial sensillum WBbt:0005116,1.0
WBGene00011442,inner labial sensillum WBbt:0005116,1.0
WBGene00010898,inner labial sensillum WBbt:0005116,1.0
WBGene00009826,inner labial sensillum WBbt:0005116,1.0
WBGene00017033,inner labial sensillum WBbt:0005116,1.0
WBGene00018215,inner labial sensillum WBbt:0005116,1.0
WBGene00020825,inner labial sensillum WBbt:0005116,1.0
WBGene00017421,inner labial sensillum WBbt:0005116,1.0
WBGene00003886,IL1VR WBbt:0004547,1.0
WBGene00001135,IL1VR WBbt:0004547,1.0
WBGene00000484,IL1VR WBbt:0004547,1.0
WBGene00008128,IL1VR WBbt:0004547,1.0
WBGene00001677,ASK WBbt:0005668,1.0
WBGene00003886,ASK WBbt:0005668,1.0
WBGene00019641,ASK WBbt:0005668,1.0
WBGene00000485,ASK WBbt:0005668,1.0
WBGene00011261,ASK WBbt:0005668,1.0
WBGene00001075,ASK WBbt:0005668,1.0
WBGene00007490,ASK WBbt:0005668,1.0
WBGene00016149,ASK WBbt:0005668,1.0
WBGene00001676,ASK WBbt:0005668,1.0
WBGene00001135,ASK WBbt:0005668,1.0
WBGene00016397,ASK WBbt:0005668,1.0
WBGene00006525,ASK WBbt:0005668,1.0
WBGene00003889,ASK WBbt:0005668,1.0
WBGene00006526,ASK WBbt:0005668,1.0
WBGene00018727,ASK WBbt:0005668,1.0
WBGene00010898,ASK WBbt:0005668,1.0
WBGene00003552,hyp4 WBbt:0004687,1.0
WBGene00021095,hyp4 WBbt:0004687,1.0
WBGene00000853,hyp4 WBbt:0004687,1.0
WBGene00003939,hyp4 WBbt:0004687,1.0
WBGene00013352,hyp4 WBbt:0004687,1.0
WBGene00003886,AWCR WBbt:0003826,1.0
WBGene00019641,AWCR WBbt:0003826,1.0
WBGene00001135,AWCR WBbt:0003826,1.0
WBGene00006525,AWCR WBbt:0003826,1.0
WBGene00003889,AWCR WBbt:0003826,1.0
WBGene00006526,AWCR WBbt:0003826,1.0
WBGene00018727,AWCR WBbt:0003826,1.0
WBGene00010898,AWCR WBbt:0003826,1.0
WBGene00007260,AWCR WBbt:0003826,1.0
WBGene00001726,amphid socket cell WBbt:0008379,1.0
WBGene00000902,amphid socket cell WBbt:0008379,1.0
WBGene00006952,amphid socket cell WBbt:0008379,1.0
WBGene00008251,amphid socket cell WBbt:0008379,1.0
WBGene00001721,amphid socket cell WBbt:0008379,1.0
WBGene00001711,amphid socket cell WBbt:0008379,1.0
WBGene00001677,PHB WBbt:0007808,1.0
WBGene00003886,PHB WBbt:0007808,1.0
WBGene00019299,PHB WBbt:0007808,1.0
WBGene00019641,PHB WBbt:0007808,1.0
WBGene00000485,PHB WBbt:0007808,1.0
WBGene00000193,PHB WBbt:0007808,1.0
WBGene00011261,PHB WBbt:0007808,1.0
WBGene00007490,PHB WBbt:0007808,1.0
WBGene00001676,PHB WBbt:0007808,1.0
WBGene00001135,PHB WBbt:0007808,1.0
WBGene00000484,PHB WBbt:0007808,1.0
WBGene00003889,PHB WBbt:0007808,1.0
WBGene00018727,PHB WBbt:0007808,1.0
WBGene00010898,PHB WBbt:0007808,1.0
WBGene00003939,PHB WBbt:0007808,1.0
WBGene00013281,PHB WBbt:0007808,1.0
WBGene00001668,PHB WBbt:0007808,1.0
WBGene00003886,ADF WBbt:0005660,1.0
WBGene00019641,ADF WBbt:0005660,1.0
WBGene00000485,ADF WBbt:0005660,1.0
WBGene00011261,ADF WBbt:0005660,1.0
WBGene00001075,ADF WBbt:0005660,1.0
WBGene00003808,ADF WBbt:0005660,1.0
WBGene00003889,ADF WBbt:0005660,1.0
WBGene00003657,ADF WBbt:0005660,1.0
WBGene00020490,ADF WBbt:0005660,1.0
WBGene00010898,ADF WBbt:0005660,1.0
WBGene00003886,IL2DL WBbt:0004545,1.0
WBGene00000476,IL2DL WBbt:0004545,1.0
WBGene00000037,IL2DL WBbt:0004545,1.0
WBGene00012137,IL2DL WBbt:0004545,1.0
WBGene00000484,IL2DL WBbt:0004545,1.0
WBGene00003889,IL2DL WBbt:0004545,1.0
WBGene00008128,IL2DL WBbt:0004545,1.0
WBGene00004372,lateral ganglion WBbt:0005105,1.0
WBGene00001677,lateral ganglion WBbt:0005105,1.0
WBGene00000953,lateral ganglion WBbt:0005105,1.0
WBGene00016748,lateral ganglion WBbt:0005105,1.0
WBGene00003886,lateral ganglion WBbt:0005105,1.0
WBGene00001613,lateral ganglion WBbt:0005105,1.0
WBGene00007044,lateral ganglion WBbt:0005105,1.0
WBGene00009512,lateral ganglion WBbt:0005105,1.0
WBGene00019395,lateral ganglion WBbt:0005105,1.0
WBGene00019641,lateral ganglion WBbt:0005105,1.0
WBGene00009218,lateral ganglion WBbt:0005105,1.0
WBGene00012116,lateral ganglion WBbt:0005105,1.0
WBGene00016841,lateral ganglion WBbt:0005105,1.0
WBGene00013322,lateral ganglion WBbt:0005105,1.0
WBGene00001121,lateral ganglion WBbt:0005105,1.0
WBGene00011957,lateral ganglion WBbt:0005105,1.0
WBGene00008168,lateral ganglion WBbt:0005105,1.0
WBGene00001723,lateral ganglion WBbt:0005105,1.0
WBGene00000485,lateral ganglion WBbt:0005105,1.0
WBGene00009503,lateral ganglion WBbt:0005105,1.0
WBGene00018251,lateral ganglion WBbt:0005105,1.0
WBGene00000476,lateral ganglion WBbt:0005105,1.0
WBGene00001612,lateral ganglion WBbt:0005105,1.0
WBGene00010642,lateral ganglion WBbt:0005105,1.0
WBGene00009625,lateral ganglion WBbt:0005105,1.0
WBGene00006620,lateral ganglion WBbt:0005105,1.0
WBGene00044387,lateral ganglion WBbt:0005105,1.0
WBGene00044024,lateral ganglion WBbt:0005105,1.0
WBGene00016319,lateral ganglion WBbt:0005105,1.0
WBGene00022591,lateral ganglion WBbt:0005105,1.0
WBGene00002987,lateral ganglion WBbt:0005105,1.0
WBGene00000037,lateral ganglion WBbt:0005105,1.0
WBGene00010138,lateral ganglion WBbt:0005105,1.0
WBGene00016514,lateral ganglion WBbt:0005105,1.0
WBGene00011261,lateral ganglion WBbt:0005105,1.0
WBGene00001075,lateral ganglion WBbt:0005105,1.0
WBGene00009904,lateral ganglion WBbt:0005105,1.0
WBGene00007776,lateral ganglion WBbt:0005105,1.0
WBGene00009717,lateral ganglion WBbt:0005105,1.0
WBGene00015531,lateral ganglion WBbt:0005105,1.0
WBGene00003966,lateral ganglion WBbt:0005105,1.0
WBGene00012132,lateral ganglion WBbt:0005105,1.0
WBGene00001400,lateral ganglion WBbt:0005105,1.0
WBGene00009356,lateral ganglion WBbt:0005105,1.0
WBGene00007264,lateral ganglion WBbt:0005105,1.0
WBGene00022696,lateral ganglion WBbt:0005105,1.0
WBGene00011471,lateral ganglion WBbt:0005105,1.0
WBGene00001117,lateral ganglion WBbt:0005105,1.0
WBGene00019293,lateral ganglion WBbt:0005105,1.0
WBGene00044295,lateral ganglion WBbt:0005105,1.0
WBGene00003808,lateral ganglion WBbt:0005105,1.0
WBGene00021643,lateral ganglion WBbt:0005105,1.0
WBGene00020249,lateral ganglion WBbt:0005105,1.0
WBGene00007490,lateral ganglion WBbt:0005105,1.0
WBGene00016149,lateral ganglion WBbt:0005105,1.0
WBGene00006952,lateral ganglion WBbt:0005105,1.0
WBGene00012826,lateral ganglion WBbt:0005105,1.0
WBGene00016962,lateral ganglion WBbt:0005105,1.0
WBGene00001676,lateral ganglion WBbt:0005105,1.0
WBGene00006960,lateral ganglion WBbt:0005105,1.0
WBGene00001135,lateral ganglion WBbt:0005105,1.0
WBGene00016397,lateral ganglion WBbt:0005105,1.0
WBGene00006525,lateral ganglion WBbt:0005105,1.0
WBGene00008251,lateral ganglion WBbt:0005105,1.0
WBGene00018562,lateral ganglion WBbt:0005105,1.0
WBGene00001667,lateral ganglion WBbt:0005105,1.0
WBGene00044297,lateral ganglion WBbt:0005105,1.0
WBGene00001547,lateral ganglion WBbt:0005105,1.0
WBGene00000484,lateral ganglion WBbt:0005105,1.0
WBGene00194710,lateral ganglion WBbt:0005105,1.0
WBGene00004719,lateral ganglion WBbt:0005105,1.0
WBGene00003889,lateral ganglion WBbt:0005105,1.0
WBGene00044367,lateral ganglion WBbt:0005105,1.0
WBGene00000280,lateral ganglion WBbt:0005105,1.0
WBGene00003657,lateral ganglion WBbt:0005105,1.0
WBGene00004281,lateral ganglion WBbt:0005105,1.0
WBGene00008150,lateral ganglion WBbt:0005105,1.0
WBGene00001673,lateral ganglion WBbt:0005105,1.0
WBGene00010033,lateral ganglion WBbt:0005105,1.0
WBGene00006526,lateral ganglion WBbt:0005105,1.0
WBGene00016069,lateral ganglion WBbt:0005105,1.0
WBGene00044135,lateral ganglion WBbt:0005105,1.0
WBGene00018115,lateral ganglion WBbt:0005105,1.0
WBGene00004224,lateral ganglion WBbt:0005105,1.0
WBGene00022790,lateral ganglion WBbt:0005105,1.0
WBGene00011121,lateral ganglion WBbt:0005105,1.0
WBGene00004223,lateral ganglion WBbt:0005105,1.0
WBGene00013166,lateral ganglion WBbt:0005105,1.0
WBGene00010074,lateral ganglion WBbt:0005105,1.0
WBGene00018727,lateral ganglion WBbt:0005105,1.0
WBGene00022409,lateral ganglion WBbt:0005105,1.0
WBGene00010423,lateral ganglion WBbt:0005105,1.0
WBGene00001976,lateral ganglion WBbt:0005105,1.0
WBGene00014065,lateral ganglion WBbt:0005105,1.0
WBGene00010319,lateral ganglion WBbt:0005105,1.0
WBGene00018406,lateral ganglion WBbt:0005105,1.0
WBGene00017597,lateral ganglion WBbt:0005105,1.0
WBGene00009716,lateral ganglion WBbt:0005105,1.0
WBGene00012779,lateral ganglion WBbt:0005105,1.0
WBGene00015906,lateral ganglion WBbt:0005105,1.0
WBGene00017154,lateral ganglion WBbt:0005105,1.0
WBGene00020712,lateral ganglion WBbt:0005105,1.0
WBGene00020490,lateral ganglion WBbt:0005105,1.0
WBGene00004397,lateral ganglion WBbt:0005105,1.0
WBGene00010898,lateral ganglion WBbt:0005105,1.0
WBGene00022824,lateral ganglion WBbt:0005105,1.0
WBGene00013281,lateral ganglion WBbt:0005105,1.0
WBGene00016817,lateral ganglion WBbt:0005105,1.0
WBGene00007260,lateral ganglion WBbt:0005105,1.0
WBGene00012728,lateral ganglion WBbt:0005105,1.0
WBGene00023414,lateral ganglion WBbt:0005105,1.0
WBGene00003629,lateral ganglion WBbt:0005105,1.0
WBGene00018078,lateral ganglion WBbt:0005105,1.0
WBGene00001668,lateral ganglion WBbt:0005105,1.0
WBGene00001434,lateral ganglion WBbt:0005105,1.0
WBGene00006380,lateral ganglion WBbt:0005105,1.0
WBGene00017033,lateral ganglion WBbt:0005105,1.0
WBGene00017645,lateral ganglion WBbt:0005105,1.0
WBGene00006614,lateral ganglion WBbt:0005105,1.0
WBGene00010318,lateral ganglion WBbt:0005105,1.0
WBGene00002243,lateral ganglion WBbt:0005105,1.0
WBGene00007816,lateral ganglion WBbt:0005105,1.0
WBGene00009818,lateral ganglion WBbt:0005105,1.0
WBGene00003886,PDE WBbt:0006747,1.0
WBGene00001475,PDE WBbt:0006747,1.0
WBGene00000485,PDE WBbt:0006747,1.0
WBGene00006643,PDE WBbt:0006747,1.0
WBGene00000484,PDE WBbt:0006747,1.0
WBGene00000241,PDE WBbt:0006747,1.0
WBGene00003886,ASG WBbt:0005664,1.0
WBGene00019641,ASG WBbt:0005664,1.0
WBGene00012116,ASG WBbt:0005664,1.0
WBGene00000485,ASG WBbt:0005664,1.0
WBGene00011261,ASG WBbt:0005664,1.0
WBGene00001135,ASG WBbt:0005664,1.0
WBGene00006525,ASG WBbt:0005664,1.0
WBGene00003889,ASG WBbt:0005664,1.0
WBGene00003657,ASG WBbt:0005664,1.0
WBGene00006526,ASG WBbt:0005664,1.0
WBGene00010898,ASG WBbt:0005664,1.0
WBGene00007260,ASG WBbt:0005664,1.0
WBGene00016748,BAG WBbt:0006825,1.0
WBGene00003886,BAG WBbt:0006825,1.0
WBGene00008996,BAG WBbt:0006825,1.0
WBGene00019395,BAG WBbt:0006825,1.0
WBGene00077763,BAG WBbt:0006825,1.0
WBGene00013322,BAG WBbt:0006825,1.0
WBGene00016448,BAG WBbt:0006825,1.0
WBGene00001121,BAG WBbt:0006825,1.0
WBGene00016633,BAG WBbt:0006825,1.0
WBGene00017120,BAG WBbt:0006825,1.0
WBGene00000485,BAG WBbt:0006825,1.0
WBGene00000193,BAG WBbt:0006825,1.0
WBGene00003841,BAG WBbt:0006825,1.0
WBGene00016619,BAG WBbt:0006825,1.0
WBGene00010642,BAG WBbt:0006825,1.0
WBGene00015750,BAG WBbt:0006825,1.0
WBGene00044387,BAG WBbt:0006825,1.0
WBGene00011261,BAG WBbt:0006825,1.0
WBGene00020694,BAG WBbt:0006825,1.0
WBGene00016744,BAG WBbt:0006825,1.0
WBGene00000490,BAG WBbt:0006825,1.0
WBGene00008144,BAG WBbt:0006825,1.0
WBGene00003966,BAG WBbt:0006825,1.0
WBGene00017983,BAG WBbt:0006825,1.0
WBGene00012132,BAG WBbt:0006825,1.0
WBGene00010349,BAG WBbt:0006825,1.0
WBGene00008795,BAG WBbt:0006825,1.0
WBGene00022696,BAG WBbt:0006825,1.0
WBGene00011471,BAG WBbt:0006825,1.0
WBGene00001117,BAG WBbt:0006825,1.0
WBGene00016005,BAG WBbt:0006825,1.0
WBGene00022465,BAG WBbt:0006825,1.0
WBGene00021643,BAG WBbt:0006825,1.0
WBGene00007490,BAG WBbt:0006825,1.0
